rte_consumption_scenario,rte_production_scenario,ssp_scenario,year,lcia_method,impact,impact_unit,process,total_draw_count,process_present_draw_count,absolute_lca_mean,absolute_lca_min,absolute_lca_max,absolute_lca_p5,absolute_lca_p25,absolute_lca_median,absolute_lca_p75,absolute_lca_p95,contrib_absolute_lca_mean,contrib_absolute_lca_min,contrib_absolute_lca_max,contrib_absolute_lca_p5,contrib_absolute_lca_p25,contrib_absolute_lca_median,contrib_absolute_lca_p75,contrib_absolute_lca_p95,contrib_lca_ratio_mean,contrib_lca_ratio_min,contrib_lca_ratio_max,contrib_lca_ratio_p5,contrib_lca_ratio_p25,contrib_lca_ratio_median,contrib_lca_ratio_p75,contrib_lca_ratio_p95,absolute_lca_per_kwh_mean,absolute_lca_per_kwh_min,absolute_lca_per_kwh_max,absolute_lca_per_kwh_p5,absolute_lca_per_kwh_p25,absolute_lca_per_kwh_median,absolute_lca_per_kwh_p75,absolute_lca_per_kwh_p95,contrib_absolute_lca_per_kwh_mean,contrib_absolute_lca_per_kwh_min,contrib_absolute_lca_per_kwh_max,contrib_absolute_lca_per_kwh_p5,contrib_absolute_lca_per_kwh_p25,contrib_absolute_lca_per_kwh_median,contrib_absolute_lca_per_kwh_p75,contrib_absolute_lca_per_kwh_p95
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,EU electricity market imports,150000,150000,0.00011942771883333333,0.000107639,0.00013934700000000001,0.000107639,0.000110856,0.000115815,0.000121773,0.00013934700000000001,1.6599538696612638e-05,9.5811976027069246e-06,3.2227961985769657e-05,9.5811976027069246e-06,1.0378367155634713e-05,1.2809297805457072e-05,1.6843881369214951e-05,3.2227961985769657e-05,0.1342987237553421,0.08901232455436156,0.23127847736779159,0.08901232455436156,0.093620256509658592,0.11060137119938757,0.13832197095591758,0.23127847736779159,1.7002791133405077e-16,1.5324393162957261e-16,1.9838716864757371e-16,1.5324393162957261e-16,1.5782403402152911e-16,1.648842403029205e-16,1.7336720698254489e-16,1.9838716864757371e-16,1.6342502956855901e-16,9.4328006448317238e-17,3.1728973816612748e-16,9.4328006448317238e-17,1.0217630520777868e-16,1.2610923360626955e-16,1.6583085836765474e-16,3.1728973816612748e-16
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,Other life cycle contributions,150000,150000,0.00011942771883333333,0.000107639,0.00013934700000000001,0.000107639,0.000110856,0.000115815,0.000121773,0.00013934700000000001,3.9642199161255522e-06,-3.4631118230561785e-20,8.6217976020816825e-06,-3.4631118230561785e-20,-1.731557125829982e-20,1.7315507947655718e-20,8.5035919009520591e-06,8.6217976020816825e-06,0.030961430046831707,-3.1239732834092685e-16,0.070823772076312574,-3.1239732834092685e-16,-1.6086707660141603e-16,1.500737384958894e-16,0.069831505349724973,0.070823772076312574,1.7002791133405077e-16,1.5324393162957261e-16,1.9838716864757371e-16,1.5324393162957261e-16,1.5782403402152911e-16,1.648842403029205e-16,1.7336720698254489e-16,1.9838716864757371e-16,,,,,,,,
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,Transmission corona,150000,150000,0.00011942771883333333,0.000107639,0.00013934700000000001,0.000107639,0.000110856,0.000115815,0.000121773,0.00013934700000000001,-2.4390466553292113e-21,-3.2872476467223313e-20,2.8949470697470013e-20,-3.2872476467223313e-20,-2.1644448894101112e-21,0,0,2.8949470697470013e-20,-1.9781720803919569e-17,-2.8383608744310593e-16,2.6894964369299245e-16,-2.8383608744310593e-16,-1.9524833021307925e-17,0,0,2.6894964369299245e-16,1.7002791133405077e-16,1.5324393162957261e-16,1.9838716864757371e-16,1.5324393162957261e-16,1.5782403402152911e-16,1.648842403029205e-16,1.7336720698254489e-16,1.9838716864757371e-16,,,,,,,,
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,"electricity production, hydro, reservoir, alpine region",150000,150000,0.00011942771883333333,0.000107639,0.00013934700000000001,0.000107639,0.000110856,0.000115815,0.000121773,0.00013934700000000001,1.9499098482474293e-07,0,3.7123717928481781e-07,0,0,3.5692062800455947e-07,3.6577444359768984e-07,3.7123717928481781e-07,0.0017505688782347222,0,0.0033234095431276564,0,0,0.0032037972428522587,0.0032995457494198769,0.0033234095431276564,1.7002791133405077e-16,1.5324393162957261e-16,1.9838716864757371e-16,1.5324393162957261e-16,1.5782403402152911e-16,1.648842403029205e-16,1.7336720698254489e-16,1.9838716864757371e-16,2.3645835056953432e-17,0,4.5018546923786541e-17,0,0,4.3282662307280257e-17,4.4356060486738748e-17,4.5018546923786541e-17
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,"electricity production, hydro, run-of-river",150000,80202,0.00011942771883333333,0.000107639,0.00013934700000000001,0.000107639,0.000110856,0.000115815,0.000121773,0.00013934700000000001,1.1808124464776809e-06,0,2.233205641737618e-06,0,0,2.1677763415391973e-06,2.2150702733315501e-06,2.233205641737618e-06,0.010603284252856508,0,0.020226991215084887,0,0,0.019125935961071969,0.020145103934271651,0.020226991215084887,1.7002791133405077e-16,1.5324393162957261e-16,1.9838716864757371e-16,1.5324393162957261e-16,1.5782403402152911e-16,1.648842403029205e-16,1.7336720698254489e-16,1.9838716864757371e-16,5.1011465456422985e-17,5.0072293782498696e-17,5.1583288037070055e-17,5.0072293782498696e-17,5.0289919557435081e-17,5.1164438725562215e-17,5.1583288037070055e-17,5.1583288037070055e-17
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,"electricity production, photovoltaic",150000,150000,0.00011942771883333333,0.000107639,0.00013934700000000001,0.000107639,0.000110856,0.000115815,0.000121773,0.00013934700000000001,1.9667284706061766e-05,1.8393618855134464e-05,2.1049113587272053e-05,1.8393618855134464e-05,1.8884942862471618e-05,1.9817741601774826e-05,2.0303469141213367e-05,2.1049113587272053e-05,0.16533273786408401,0.1510553767736087,0.17111549973470469,0.1510553767736087,0.1619056575001401,0.1700472417555878,0.1706417776824013,0.17111549973470469,1.7002791133405077e-16,1.5324393162957261e-16,1.9838716864757371e-16,1.5324393162957261e-16,1.5782403402152911e-16,1.648842403029205e-16,1.7336720698254489e-16,1.9838716864757371e-16,8.9020433703841614e-17,8.325514047215769e-17,9.52752312046988e-17,8.325514047215769e-17,8.5479083034389282e-17,8.9701300831310431e-17,9.1900196600874164e-17,9.52752312046988e-17
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,"electricity production, wave energy converter",150000,90084,0.00011942771883333333,0.000107639,0.00013934700000000001,0.000107639,0.000110856,0.000115815,0.000121773,0.00013934700000000001,1.4658789237385345e-06,0,2.8500967125762797e-06,0,0,2.5726662979239376e-06,2.763146714522489e-06,2.8500967125762797e-06,0.013158693580759589,0,0.025709900344377208,0,0,0.023725776033300078,0.024318302243720835,0.025709900344377208,1.7002791133405077e-16,1.5324393162957261e-16,1.9838716864757371e-16,1.5324393162957261e-16,1.5782403402152911e-16,1.648842403029205e-16,1.7336720698254489e-16,1.9838716864757371e-16,2.5862088453025062e-16,0,3.0198195470969659e-16,0,2.7734733453012703e-16,2.9114345593368236e-16,3.0198195470969659e-16,3.0198195470969659e-16
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,"electricity production, wind, 1-3MW turbine, offshore",150000,150000,0.00011942771883333333,0.000107639,0.00013934700000000001,0.000107639,0.000110856,0.000115815,0.000121773,0.00013934700000000001,2.2878543356884843e-05,2.1930222544057288e-05,2.3309197523597417e-05,2.1930222544057288e-05,2.2839858329269811e-05,2.30046656117184e-05,2.3270275896575648e-05,2.3309197523597417e-05,0.19291181653512382,0.16727448401183675,0.20991444663866321,0.16727448401183675,0.18756093985752023,0.19863286803711436,0.20627538343258034,0.20991444663866321,1.7002791133405077e-16,1.5324393162957261e-16,1.9838716864757371e-16,1.5324393162957261e-16,1.5782403402152911e-16,1.648842403029205e-16,1.7336720698254489e-16,1.9838716864757371e-16,1.2473007061039133e-16,1.1956042651364871e-16,1.2707819862641312e-16,1.1956042651364871e-16,1.2451943018620288e-16,1.2541746915375588e-16,1.2686541371381489e-16,1.2707819862641312e-16
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,"electricity production, wind, 1-3MW turbine, onshore",150000,150000,0.00011942771883333333,0.000107639,0.00013934700000000001,0.000107639,0.000110856,0.000115815,0.000121773,0.00013934700000000001,1.084275109974663e-05,1.0120298605087054e-05,1.1252414502322971e-05,1.0120298605087054e-05,1.0803646145864686e-05,1.0816741060058727e-05,1.1149202528910973e-05,1.1252414502322971e-05,0.091394145613487562,0.08001035206291468,0.10150478550843411,0.08001035206291468,0.088573858490089988,0.093396719423725141,0.096298447355834441,0.10150478550843411,1.7002791133405077e-16,1.5324393162957261e-16,1.9838716864757371e-16,1.5324393162957261e-16,1.5782403402152911e-16,1.648842403029205e-16,1.7336720698254489e-16,1.9838716864757371e-16,8.6069926499868696e-17,8.0335387199920277e-17,8.932161710866804e-17,8.0335387199920277e-17,8.5759549277925323e-17,8.5863322348925763e-17,8.8502732590040494e-17,8.932161710866804e-17
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,"heat and power co-generation, wood chips, 6667 kW",150000,150000,0.00011942771883333333,0.000107639,0.00013934700000000001,0.000107639,0.000110856,0.000115815,0.000121773,0.00013934700000000001,4.1002691562226699e-05,3.8581821353497499e-05,4.298972677236825e-05,3.8581821353497499e-05,3.904993941001256e-05,4.0863895558338931e-05,4.2717130861097028e-05,4.298972677236825e-05,0.34495701880060059,0.30850844849453701,0.36651020464086131,0.30850844849453701,0.34803548164733977,0.34882848027345154,0.35416792822273296,0.36651020464086131,1.7002791133405077e-16,1.5324393162957261e-16,1.9838716864757371e-16,1.5324393162957261e-16,1.5782403402152911e-16,1.648842403029205e-16,1.7336720698254489e-16,1.9838716864757371e-16,5.09807997580282e-15,4.7970681146089964e-15,5.3451495960965314e-15,4.7970681146089964e-15,4.8552681362011197e-15,5.0808246683952364e-15,5.3112330591613892e-15,5.3451495960965314e-15
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,transmission network construction,150000,120201,0.00011942771883333333,0.000107639,0.00013934700000000001,0.000107639,0.000110856,0.000115815,0.000121773,0.00013934700000000001,1.6310071406342574e-06,0,3.2285116755175793e-06,0,0,2.8929602374867265e-06,3.0391014315859499e-06,3.2285116755175793e-06,0.014631580672679471,0,0.027981553783303689,0,0,0.026843560117200495,0.027414857396856732,0.027981553783303689,1.7002791133405077e-16,1.5324393162957261e-16,1.9838716864757371e-16,1.5324393162957261e-16,1.5782403402152911e-16,1.648842403029205e-16,1.7336720698254489e-16,1.9838716864757371e-16,,,,,,,,
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,EU electricity market imports,150000,150000,0.010136283445466666,0.001272425,0.030018019999999999,0.001272425,0.004035762,0.0045941879999999999,0.011182081999999999,0.030018019999999999,0.0079457897404247718,0.00037838930299123423,0.028107679650652043,0.00037838930299123423,0.00058129371427473125,0.00064837952495187909,0.0099082389387169425,0.028107679650652043,0.4984903439305427,0.14048780146270548,0.93636021465279995,0.14048780146270548,0.14403567759316116,0.36864279934678668,0.88608176354966295,0.93636021465279995,1.4430927561458842e-14,1.8115395128272281e-15,4.2736361480952592e-14,1.8115395128272281e-15,5.7456754527667032e-15,6.5407008737727113e-15,1.5919820381380239e-14,4.2736361480952592e-14,7.8227561836387063e-14,3.7253038039620169e-15,2.7672457186569767e-13,3.7253038039620169e-15,5.7229295352295051e-15,6.3833997801368275e-15,9.7548184137152275e-14,2.7672457186569767e-13
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,Other life cycle contributions,150000,150000,0.010136283445466666,0.001272425,0.030018019999999999,0.001272425,0.004035762,0.0045941879999999999,0.011182081999999999,0.030018019999999999,0.00051524775389541835,-2.7704802836735429e-19,0.0019103403493479583,-2.7704802836735429e-19,0,5.5409594289989913e-19,0.00063232324545454022,0.0019103403493479583,0.028783614346375538,-2.0651230500631304e-16,0.072437956817132998,-2.0651230500631304e-16,0,1.2060800829223559e-16,0.063639785347200065,0.072437956817132998,1.4430927561458842e-14,1.8115395128272281e-15,4.2736361480952592e-14,1.8115395128272281e-15,5.7456754527667032e-15,6.5407008737727113e-15,1.5919820381380239e-14,4.2736361480952592e-14,,,,,,,,
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,Transmission corona,150000,150000,0.010136283445466666,0.001272425,0.030018019999999999,0.001272425,0.004035762,0.0045941879999999999,0.011182081999999999,0.030018019999999999,5.1954844889305282e-20,-3.89598789891592e-19,7.0127767773268479e-19,-3.89598789891592e-19,-6.0604260331708215e-20,0,3.116789098246043e-19,7.0127767773268479e-19,-9.9873597325655736e-18,-2.9040792891512772e-16,1.4912368233724093e-16,-2.9040792891512772e-16,-2.8267501943492714e-17,0,7.7229259263703926e-17,1.4912368233724093e-16,1.4430927561458842e-14,1.8115395128272281e-15,4.2736361480952592e-14,1.8115395128272281e-15,5.7456754527667032e-15,6.5407008737727113e-15,1.5919820381380239e-14,4.2736361480952592e-14,,,,,,,,
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,"electricity production, hydro, reservoir, alpine region",150000,150000,0.010136283445466666,0.001272425,0.030018019999999999,0.001272425,0.004035762,0.0045941879999999999,0.011182081999999999,0.030018019999999999,3.5425407267699869e-06,0,9.9969004908047904e-06,0,0,1.3124396343860333e-06,8.4560237328455838e-06,9.9969004908047904e-06,0.00093679454357848465,0,0.0021257978978706914,0,0,0.00097153197792728329,0.0020952731436704106,0.0021257978978706914,1.4430927561458842e-14,1.8115395128272281e-15,4.2736361480952592e-14,1.8115395128272281e-15,5.7456754527667032e-15,6.5407008737727113e-15,1.5919820381380239e-14,4.2736361480952592e-14,4.2959185323186458e-16,0,1.2122899512460762e-15,0,0,1.5915502476454128e-16,1.025433284820982e-15,1.2122899512460762e-15
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,"electricity production, hydro, run-of-river",150000,80202,0.010136283445466666,0.001272425,0.030018019999999999,0.001272425,0.004035762,0.0045941879999999999,0.011182081999999999,0.030018019999999999,1.7770733561766795e-05,0,5.022170805930103e-05,0,0,5.9790765243469405e-06,4.2904954902416919e-05,5.022170805930103e-05,0.0046461918610906806,0,0.010679430241216994,0,0,0.0044260047393301933,0.010631190566345814,0.010679430241216994,1.4430927561458842e-14,1.8115395128272281e-15,4.2736361480952592e-14,1.8115395128272281e-15,5.7456754527667032e-15,6.5407008737727113e-15,1.5919820381380239e-14,4.2736361480952592e-14,7.677031079392532e-16,1.3810704270037403e-16,1.1600409274541112e-15,1.3810704270037403e-16,1.4117427765054218e-16,9.9103584628325225e-16,1.1209781619141413e-15,1.1600409274541112e-15
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,"electricity production, photovoltaic",150000,150000,0.010136283445466666,0.001272425,0.030018019999999999,0.001272425,0.004035762,0.0045941879999999999,0.011182081999999999,0.030018019999999999,0.001025888841370233,0,0.0024282946503355308,0,0.00043109459099995365,0.00064151981582852226,0.002002098367095668,0.0024282946503355308,0.272969030258086,0,0.51636641455439258,0,0.057370337279633817,0.32140732899414609,0.49608930533952889,0.51636641455439258,1.4430927561458842e-14,1.8115395128272281e-15,4.2736361480952592e-14,1.8115395128272281e-15,5.7456754527667032e-15,6.5407008737727113e-15,1.5919820381380239e-14,4.2736361480952592e-14,4.6435065147996114e-15,0,1.0991250097512847e-14,0,1.9512735691511936e-15,2.9037271823403721e-15,9.0621490141311771e-15,1.0991250097512847e-14
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,"electricity production, wave energy converter",150000,90084,0.010136283445466666,0.001272425,0.030018019999999999,0.001272425,0.004035762,0.0045941879999999999,0.011182081999999999,0.030018019999999999,4.7079259124176673e-05,0,0.00012894033971327321,0,0,1.8668760740216618e-05,0.00011335240070119305,0.00012894033971327321,0.012544287894676683,0,0.028086988455016188,0,0,0.013894288645792063,0.027738909698210981,0.028086988455016188,1.4430927561458842e-14,1.8115395128272281e-15,4.2736361480952592e-14,1.8115395128272281e-15,5.7456754527667032e-15,6.5407008737727113e-15,1.5919820381380239e-14,4.2736361480952592e-14,8.3060814950098111e-15,0,1.3661919822520837e-14,0,1.9780548165726831e-15,1.2010296405099154e-14,1.3502716007411703e-14,1.3661919822520837e-14
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,"electricity production, wind, 1-3MW turbine, offshore",150000,150000,0.010136283445466666,0.001272425,0.030018019999999999,0.001272425,0.004035762,0.0045941879999999999,0.011182081999999999,0.030018019999999999,0.00029254983803345521,0,0.0007342790951774922,0,0,0.00016568739531052466,0.00066333169413759188,0.0007342790951774922,0.088316864576067772,0,0.1643634322682041,0,0,0.12350380588415152,0.15798393610019551,0.1643634322682041,1.4430927561458842e-14,1.8115395128272281e-15,4.2736361480952592e-14,1.8115395128272281e-15,5.7456754527667032e-15,6.5407008737727113e-15,1.5919820381380239e-14,4.2736361480952592e-14,1.594935575344852e-15,0,4.0031733717118433e-15,0,0,9.0330126109635541e-16,3.6163800476586638e-15,4.0031733717118433e-15
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,"electricity production, wind, 1-3MW turbine, onshore",150000,150000,0.010136283445466666,0.001272425,0.030018019999999999,0.001272425,0.004035762,0.0045941879999999999,0.011182081999999999,0.030018019999999999,0.0001736933777161488,0,0.00041020482048012531,0,0,0.00011657948584851226,0.00039060872817209041,0.00041020482048012531,0.054827276729159685,0,0.096786859128979955,0,0,0.086898645267038416,0.0941180233836897,0.096786859128979955,1.4430927561458842e-14,1.8115395128272281e-15,4.2736361480952592e-14,1.8115395128272281e-15,5.7456754527667032e-15,6.5407008737727113e-15,1.5919820381380239e-14,4.2736361480952592e-14,1.3787822691912173e-15,0,3.2562155232685946e-15,0,0,9.254105134179782e-16,3.1006618586979861e-15,3.2562155232685946e-15
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,"heat and power co-generation, wood chips, 6667 kW",150000,150000,0.010136283445466666,0.001272425,0.030018019999999999,0.001272425,0.004035762,0.0045941879999999999,0.011182081999999999,0.030018019999999999,4.8462788806917772e-05,0,0.00011664688357847473,0,0,4.4065110577134572e-05,8.9038682490845058e-05,0.00011664688357847473,0.017633873783428934,0,0.056794126396195764,0,0,0.022062421542906906,0.024804458155042262,0.056794126396195764,1.4430927561458842e-14,1.8115395128272281e-15,4.2736361480952592e-14,1.8115395128272281e-15,5.7456754527667032e-15,6.5407008737727113e-15,1.5919820381380239e-14,4.2736361480952592e-14,6.0256393170180758e-15,0,1.4503333286760614e-14,0,0,5.4788506483486327e-15,1.1070659485316369e-14,1.4503333286760614e-14
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,transmission network construction,150000,120201,0.010136283445466666,0.001272425,0.030018019999999999,0.001272425,0.004035762,0.0045941879999999999,0.011182081999999999,0.030018019999999999,6.625857180700897e-05,0,0.00016340751871399481,0,0,6.3194147302582409e-05,0.00014467743449261827,0.00016340751871399481,0.020851722076993623,0,0.047225037536386037,0,0,0.034522948957028801,0.035848851962186637,0.047225037536386037,1.4430927561458842e-14,1.8115395128272281e-15,4.2736361480952592e-14,1.8115395128272281e-15,5.7456754527667032e-15,6.5407008737727113e-15,1.5919820381380239e-14,4.2736361480952592e-14,,,,,,,,
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,EU electricity market imports,150000,150000,0.00028914762645333334,0.00026548499999999998,0.00030549599999999999,0.00026548499999999998,0.00028907500000000002,0.00028987700000000002,0.00030144699999999999,0.00030549599999999999,3.9331525722272119e-05,3.564140785125647e-05,4.9007361270649782e-05,3.564140785125647e-05,3.6620096082195102e-05,3.7709031847110304e-05,4.0880849206061267e-05,4.9007361270649782e-05,0.1358216429141397,0.1266802597325784,0.16212893358558719,0.1266802597325784,0.12981851053312782,0.13298669193040277,0.13561537917465183,0.16212893358558719,4.116567137765015e-16,3.7796887082617601e-16,4.349318427831392e-16,3.7796887082617601e-16,4.1155295732842888e-16,4.1269532295768771e-16,4.291669698907107e-16,4.349318427831392e-16,3.872251794121134e-16,3.5089576199186626e-16,4.8248508745364769e-16,3.5089576199186626e-16,3.6053040752476933e-16,3.7125161820254391e-16,4.0247829075707513e-16,4.8248508745364769e-16
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,Other life cycle contributions,150000,150000,0.00028914762645333334,0.00026548499999999998,0.00030549599999999999,0.00026548499999999998,0.00028907500000000002,0.00028987700000000002,0.00030144699999999999,0.00030549599999999999,6.360729389303506e-06,-3.4631007565178406e-20,1.3712447428014171e-05,-3.4631007565178406e-20,-3.4630950057609927e-20,3.4631039328718673e-20,1.3641751765184526e-05,1.3712447428014171e-05,0.021822561049848387,-1.3044409310360258e-16,0.047206979698818041,-1.3044409310360258e-16,-1.1488257493084491e-16,1.1946781035211344e-16,0.047172181341748547,0.047206979698818041,4.116567137765015e-16,3.7796887082617601e-16,4.349318427831392e-16,3.7796887082617601e-16,4.1155295732842888e-16,4.1269532295768771e-16,4.291669698907107e-16,4.349318427831392e-16,,,,,,,,
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,Transmission corona,150000,150000,0.00028914762645333334,0.00026548499999999998,0.00030549599999999999,0.00026548499999999998,0.00028907500000000002,0.00028987700000000002,0.00030144699999999999,0.00030549599999999999,-1.8028746019754935e-20,-1.4880511063162592e-19,1.0713956486507873e-19,-1.4880511063162592e-19,-8.062518060287315e-20,0,0,1.0713956486507873e-19,-6.5451525211607481e-17,-4.9363606415597414e-16,3.6960353827685098e-16,-4.9363606415597414e-16,-3.0369015425682487e-16,0,0,3.6960353827685098e-16,4.116567137765015e-16,3.7796887082617601e-16,4.349318427831392e-16,3.7796887082617601e-16,4.1155295732842888e-16,4.1269532295768771e-16,4.291669698907107e-16,4.349318427831392e-16,,,,,,,,
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,"electricity production, hydro, reservoir, alpine region",150000,150000,0.00028914762645333334,0.00026548499999999998,0.00030549599999999999,0.00026548499999999998,0.00028907500000000002,0.00028987700000000002,0.00030144699999999999,0.00030549599999999999,2.4962132771482162e-07,0,5.4622178506029466e-07,0,0,4.1443467044218877e-07,4.77608393528581e-07,5.4622178506029466e-07,0.00086848647024993677,0,0.0018119994063974586,0,0,0.0015610474054737133,0.0015633867334714073,0.0018119994063974586,4.116567137765015e-16,3.7796887082617601e-16,4.349318427831392e-16,3.7796887082617601e-16,4.1155295732842888e-16,4.1269532295768771e-16,4.291669698907107e-16,4.349318427831392e-16,3.0270739671760523e-17,0,6.6238427490350757e-17,0,0,5.0257143167658497e-17,5.7917965788954616e-17,6.6238427490350757e-17
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,"electricity production, hydro, run-of-river",150000,80202,0.00028914762645333334,0.00026548499999999998,0.00030549599999999999,0.00026548499999999998,0.00028907500000000002,0.00028987700000000002,0.00030144699999999999,0.00030549599999999999,1.7141157590868206e-06,0,3.6898257486056438e-06,0,0,2.829120894459772e-06,3.341243701832402e-06,3.6898257486056438e-06,0.0059615630959487511,0,0.012240379730452266,0,0,0.010656424635891941,0.010937111130202693,0.012240379730452266,4.116567137765015e-16,3.7796887082617601e-16,4.349318427831392e-16,3.7796887082617601e-16,4.1155295732842888e-16,4.1269532295768771e-16,4.291669698907107e-16,4.349318427831392e-16,7.4050543029435939e-17,6.5348243774127262e-17,8.5229030887640979e-17,6.5348243774127262e-17,6.5348243774127262e-17,7.7177409871777527e-17,7.8399479538160628e-17,8.5229030887640979e-17
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,"electricity production, photovoltaic",150000,150000,0.00028914762645333334,0.00026548499999999998,0.00030549599999999999,0.00026548499999999998,0.00028907500000000002,0.00028987700000000002,0.00030144699999999999,0.00030549599999999999,0.00011874102634624498,0.00011634387147842237,0.00012470887660280829,0.00011634387147842237,0.00011715964166337232,0.00011850325432532095,0.00011936861207565259,0.00012470887660280829,0.41156007727694699,0.38790443843886974,0.44962469471214039,0.38790443843886974,0.40246950264956277,0.40333812432523392,0.42270601795969948,0.44962469471214039,4.116567137765015e-16,3.7796887082617601e-16,4.349318427831392e-16,3.7796887082617601e-16,4.1155295732842888e-16,4.1269532295768771e-16,4.291669698907107e-16,4.349318427831392e-16,5.3746059105736219e-16,5.2660981276183953e-16,5.6447268919659653e-16,5.2660981276183953e-16,5.3030292641385708e-16,5.3638447274830406e-16,5.4030182285445255e-16,5.6447268919659653e-16
reference,m0,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,"electricity production, wave energy converter",150000,90084,0.00028914762645333334,0.00026548499999999998,0.00030549599999999999,0.00026548499999999998,0.00028907500000000002,0.00028987700000000002,0.00030144699999999999,0.00030549599999999999,5.0347543263851376e-06,0,1.0143188211014093e-05,0,0,8.6019455581325226e-06,9.5933706734819949e-06,1.0143188211014093e-05,0.017529514085057183,0,0.033290299981338652,0,0,0.032371297922577445,0.033094625215115359,0.033290299981338652,4.116567137765015e-16,3.7796887082617601e-16,4.349318427831392e-16,3.7796887082617601e-16,4.1155295732842888e-16,4.1269532295768771e-16,4.291669698907107e-16,4.349318427831392e-16,8.8827004204845042e-16,0,1.0747238043451813e-15,0,9.1142343941206345e-16,1.0164697839731243e-15,1.0735490376621936e-15,1.0747238043451813e-15
