rte_consumption_scenario,rte_production_scenario,ssp_scenario,year,lcia_method,impact,impact_unit,process,total_draw_count,process_present_draw_count,absolute_lca_mean,absolute_lca_min,absolute_lca_max,absolute_lca_p5,absolute_lca_p25,absolute_lca_median,absolute_lca_p75,absolute_lca_p95,contrib_absolute_lca_mean,contrib_absolute_lca_min,contrib_absolute_lca_max,contrib_absolute_lca_p5,contrib_absolute_lca_p25,contrib_absolute_lca_median,contrib_absolute_lca_p75,contrib_absolute_lca_p95,contrib_lca_ratio_mean,contrib_lca_ratio_min,contrib_lca_ratio_max,contrib_lca_ratio_p5,contrib_lca_ratio_p25,contrib_lca_ratio_median,contrib_lca_ratio_p75,contrib_lca_ratio_p95,absolute_lca_per_kwh_mean,absolute_lca_per_kwh_min,absolute_lca_per_kwh_max,absolute_lca_per_kwh_p5,absolute_lca_per_kwh_p25,absolute_lca_per_kwh_median,absolute_lca_per_kwh_p75,absolute_lca_per_kwh_p95,contrib_absolute_lca_per_kwh_mean,contrib_absolute_lca_per_kwh_min,contrib_absolute_lca_per_kwh_max,contrib_absolute_lca_per_kwh_p5,contrib_absolute_lca_per_kwh_p25,contrib_absolute_lca_per_kwh_median,contrib_absolute_lca_per_kwh_p75,contrib_absolute_lca_per_kwh_p95
reference,m0,SSP5,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,EU electricity market imports,20000,20000,32479799416.407799,9427965479,77994470956,9427965479,9427965479,33105109931,33105109931,77994470956,22616892235.447346,1668639276.2093925,65886235143.379654,1668639276.2093925,1668639276.2093925,21320958433.860767,21320958433.860767,65886235143.379654,0.46160904282946119,0.17698826750332786,0.84475520297520679,0.17698826750332786,0.17698826750332786,0.64403829131815027,0.64403829131815027,0.84475520297520679,0.046241172291011039,0.01342250210571674,0.1110399643485171,0.01342250210571674,0.01342250210571674,0.047131420745569967,0.047131420745569967,0.1110399643485171,0.2226668951445944,0.016428018618735076,0.64866044633657138,0.016428018618735076,0.016428018618735076,0.2099082210995562,0.2099082210995562,0.64866044633657138
reference,m0,SSP5,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,Other life cycle contributions,20000,20000,32479799416.407799,9427965479,77994470956,9427965479,9427965479,33105109931,33105109931,77994470956,1803387983.0185223,-9.7477581560061947e-06,7260016034.6961575,-9.7477581560061947e-06,-9.7477581560061947e-06,-1.2184697695189445e-06,-1.2184697695189445e-06,7260016034.6961575,0.023121997763609202,-2.9444874752940431e-16,0.093083726906639852,-2.9444874752940431e-16,-2.9444874752940431e-16,-1.292399481344075e-16,-1.292399481344075e-16,0.093083726906639852,0.046241172291011039,0.01342250210571674,0.1110399643485171,0.01342250210571674,0.01342250210571674,0.047131420745569967,0.047131420745569967,0.1110399643485171,,,,,,,,
reference,m0,SSP5,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,Transmission corona,20000,20000,32479799416.407799,9427965479,77994470956,9427965479,9427965479,33105109931,33105109931,77994470956,743019994.32522953,0,988584345.83418763,0,988584345.81945455,988584345.81945455,988584345.83418763,988584345.83418763,0.059742836953920415,0,0.1048565937196287,0,0.029861986499363138,0.029861986499363138,0.1048565937196287,0.1048565937196287,0.046241172291011039,0.01342250210571674,0.1110399643485171,0.01342250210571674,0.01342250210571674,0.047131420745569967,0.047131420745569967,0.1110399643485171,,,,,,,,
reference,m0,SSP5,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,"electricity production, hydro, reservoir, alpine region",20000,20000,32479799416.407799,9427965479,77994470956,9427965479,9427965479,33105109931,33105109931,77994470956,30642980.406581361,0,48207019.686465971,0,36968625.015175201,36968625.015175201,48207019.686465971,48207019.686465971,0.0023204262207960121,0,0.0039211667774473402,0,0.0014561806254968625,0.0014561806254968625,0.0039211667774473402,0.0039211667774473402,0.046241172291011039,0.01342250210571674,0.1110399643485171,0.01342250210571674,0.01342250210571674,0.047131420745569967,0.047131420745569967,0.1110399643485171,0.0037159697793783921,0,0.0058459009513296446,0,0.0044830591384393877,0.0044830591384393877,0.0058459009513296446,0.0058459009513296446
reference,m0,SSP5,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,"electricity production, hydro, run-of-river",20000,15032,32479799416.407799,9427965479,77994470956,9427965479,9427965479,33105109931,33105109931,77994470956,103578324.04376313,0,163898994.03170395,0,124473720.3402079,124473720.3402079,163898994.03170395,163898994.03170395,0.0078250743670351119,0,0.013202606714827567,0,0.0049508669318215157,0.0049508669318215157,0.013202606714827567,0.013202606714827567,0.046241172291011039,0.01342250210571674,0.1110399643485171,0.01342250210571674,0.01342250210571674,0.047131420745569967,0.047131420745569967,0.1110399643485171,0.0031832003556086534,0.0028751435742087393,0.0037858042503156239,0.0028751435742087393,0.0028751435742087393,0.0028751435742087393,0.0037858042503156239,0.0037858042503156239
reference,m0,SSP5,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,"electricity production, photovoltaic",20000,20000,32479799416.407799,9427965479,77994470956,9427965479,9427965479,33105109931,33105109931,77994470956,3644931297.2192888,2459600124.6547885,4848219777.9241791,2459600124.6547885,2459600124.6547885,4788009370.249218,4788009370.249218,4848219777.9241791,0.18196350230258096,0.062161070118153201,0.26088344618288439,0.062161070118153201,0.14463052321012448,0.14463052321012448,0.26088344618288439,0.26088344618288439,0.046241172291011039,0.01342250210571674,0.1110399643485171,0.01342250210571674,0.01342250210571674,0.047131420745569967,0.047131420745569967,0.1110399643485171,0.016498143907480851,0.011132949705206927,0.021944618723881922,0.011132949705206927,0.011132949705206927,0.021672086845954439,0.021672086845954439,0.021944618723881922
reference,m0,SSP5,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,"electricity production, wave energy converter",20000,15032,32479799416.407799,9427965479,77994470956,9427965479,9427965479,33105109931,33105109931,77994470956,272766451.64305019,0,401433290.95017523,0,343223157.57307363,343223157.57307363,401433290.95017523,401433290.95017523,0.021188966255325837,0,0.03640479574703305,0,0.012126021988353785,0.012126021988353785,0.03640479574703305,0.03640479574703305,0.046241172291011039,0.01342250210571674,0.1110399643485171,0.01342250210571674,0.01342250210571674,0.047131420745569967,0.047131420745569967,0.1110399643485171,0.038452726466949284,0.036366335275344192,0.042534011262012394,0.036366335275344192,0.036366335275344192,0.036366335275344192,0.042534011262012394,0.042534011262012394
reference,m0,SSP5,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,"electricity production, wind, 1-3MW turbine, offshore",20000,20000,32479799416.407799,9427965479,77994470956,9427965479,9427965479,33105109931,33105109931,77994470956,1568276127.7038267,0,2536168535.7675209,0,1856751337.0562668,1856751337.0562668,2536168535.7675209,2536168535.7675209,0.1174265067646407,0,0.19694082898288334,0,0.076609579036395953,0.076609579036395953,0.19694082898288334,0.19694082898288334,0.046241172291011039,0.01342250210571674,0.1110399643485171,0.01342250210571674,0.01342250210571674,0.047131420745569967,0.047131420745569967,0.1110399643485171,0.0085499938146815901,0,0.013826790391652194,0,0.010122715105265948,0.010122715105265948,0.013826790391652194,0.013826790391652194
reference,m0,SSP5,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,"electricity production, wind, 1-3MW turbine, onshore",20000,20000,32479799416.407799,9427965479,77994470956,9427965479,9427965479,33105109931,33105109931,77994470956,988410404.32058322,0,1641384084.3295853,0,1148262794.5707972,1148262794.5707972,1641384084.3295853,1641384084.3295853,0.073179851841858906,0,0.12179327524357783,0,0.049580988788458145,0.049580988788458145,0.12179327524357783,0.12179327524357783,0.046241172291011039,0.01342250210571674,0.1110399643485171,0.01342250210571674,0.01342250210571674,0.047131420745569967,0.047131420745569967,0.1110399643485171,0.0078460256716861819,0,0.013029346521003453,0,0.009114937807823572,0.009114937807823572,0.013029346521003453,0.013029346521003453
reference,m0,SSP5,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,"heat and power co-generation, wood chips, 6667 kW",20000,20000,32479799416.407799,9427965479,77994470956,9427965479,9427965479,33105109931,33105109931,77994470956,344857185.68791008,0,594586244.0359149,0,389431251.91872662,389431251.91872662,594586244.0359149,594586244.0359149,0.025109995642105042,0,0.041305969223811009,0,0.017960557910098877,0.017960557910098877,0.041305969223811009,0.041305969223811009,0.046241172291011039,0.01342250210571674,0.1110399643485171,0.01342250210571674,0.01342250210571674,0.047131420745569967,0.047131420745569967,0.1110399643485171,0.042877948692569945,0,0.073928105672026165,0,0.048420082085970234,0.048420082085970234,0.073928105672026165,0.073928105672026165
reference,m0,SSP5,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,transmission network construction,20000,20000,32479799416.407799,9427965479,77994470956,9427965479,9427965479,33105109931,33105109931,77994470956,363036432.59169167,0,621879612.26919508,0,412030845.82738274,412030845.82738274,621879612.26919508,621879612.26919508,0.026511799058666383,0,0.043703049904578753,0,0.018785003691737023,0.018785003691737023,0.043703049904578753,0.043703049904578753,0.046241172291011039,0.01342250210571674,0.1110399643485171,0.01342250210571674,0.01342250210571674,0.047131420745569967,0.047131420745569967,0.1110399643485171,,,,,,,,
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,EU electricity market imports,160000,160000,0.00012505007986249997,0.000117692,0.00013648299999999999,0.000117692,0.000119314,0.00012338200000000001,0.00012694599999999999,0.00013648299999999999,8.6330312200572488e-06,4.9842093887492348e-06,1.6765301606505172e-05,4.9842093887492348e-06,5.3989119155269098e-06,6.6635023817207428e-06,8.7623584741189345e-06,1.6765301606505172e-05,0.067547763440527556,0.042349602256306587,0.12283802090007674,0.042349602256306587,0.045249609564065485,0.054007086785112436,0.069024297529019701,0.12283802090007674,1.9288929585312143e-16,1.8153975942925729e-16,2.1052446629313011e-16,1.8153975942925729e-16,1.840414153566074e-16,1.9031652231325889e-16,1.9581369749178041e-16,2.1052446629313011e-16,1.6338327087044192e-16,9.4328136930842033e-17,3.1728939099769599e-16,9.4328136930842033e-17,1.0217639273015896e-16,1.2610938565569029e-16,1.6583081264190992e-16,3.1728939099769599e-16
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,Other life cycle contributions,160000,160000,0.00012505007986249997,0.000117692,0.00013648299999999999,0.000117692,0.000119314,0.00012338200000000001,0.00012694599999999999,0.00013648299999999999,6.2436112605647927e-06,-1.5981798207242444e-20,1.6435999211994549e-05,-1.5981798207242444e-20,0,1.5981822261168135e-20,1.5667234239020139e-05,1.6435999211994549e-05,0.047535604177110898,-1.3579341167829966e-16,0.12596973811856382,-1.3579341167829966e-16,0,1.3394758587565696e-16,0.12042524865363854,0.12596973811856382,1.9288929585312143e-16,1.8153975942925729e-16,2.1052446629313011e-16,1.8153975942925729e-16,1.840414153566074e-16,1.9031652231325889e-16,1.9581369749178041e-16,2.1052446629313011e-16,,,,,,,,
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,Transmission corona,160000,160000,0.00012505007986249997,0.000117692,0.00013648299999999999,0.000117692,0.000119314,0.00012338200000000001,0.00012694599999999999,0.00013648299999999999,-1.1058890825130482e-21,-1.5981822261168135e-20,1.3234930453788617e-20,-1.5981822261168135e-20,-3.9954559605250988e-21,0,0,1.3234930453788617e-20,-9.5404282499603407e-18,-1.3394758587565696e-16,1.0726791958137019e-16,-1.3394758587565696e-16,-3.3767936042841922e-17,0,0,1.0726791958137019e-16,1.9288929585312143e-16,1.8153975942925729e-16,2.1052446629313011e-16,1.8153975942925729e-16,1.840414153566074e-16,1.9031652231325889e-16,1.9581369749178041e-16,2.1052446629313011e-16,,,,,,,,
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,"electricity production, Evolutionary Power Reactor (EPR)",160000,160000,0.00012505007986249997,0.000117692,0.00013648299999999999,0.000117692,0.000119314,0.00012338200000000001,0.00012694599999999999,0.00013648299999999999,3.2285498769311205e-05,3.2007157081925525e-05,3.2519031800937228e-05,3.2007157081925525e-05,3.224978008615043e-05,3.2256295591729984e-05,3.2443085108294552e-05,3.2519031800937228e-05,0.25881937351928902,0.23770788382651725,0.27195694764236761,0.23770788382651725,0.25409461969443692,0.26356382455250543,0.27029334433637653,0.27195694764236761,1.9288929585312143e-16,1.8153975942925729e-16,2.1052446629313011e-16,1.8153975942925729e-16,1.840414153566074e-16,1.9031652231325889e-16,1.9581369749178041e-16,2.1052446629313011e-16,1.3456118378264585e-16,1.3340129716809557e-16,1.3553467944212975e-16,1.3340129716809557e-16,1.3441231318253303e-16,1.3443943425510241e-16,1.3521793512957184e-16,1.3553467944212975e-16
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,"electricity production, Small Modular Reactor (SMR)",160000,160000,0.00012505007986249997,0.000117692,0.00013648299999999999,0.000117692,0.000119314,0.00012338200000000001,0.00012694599999999999,0.00013648299999999999,7.7973869510678506e-06,7.7284703964386601e-06,7.8435838022316424e-06,7.7284703964386601e-06,7.7902272210820546e-06,7.7936631244371241e-06,7.8421720978607752e-06,7.8435838022316424e-06,0.062507199143891926,0.057458966302475586,0.065666913608730074,0.057458966302475586,0.061393530512478728,0.063477305042350496,0.065291811699231053,0.065666913608730074,1.9288929585312143e-16,1.8153975942925729e-16,2.1052446629313011e-16,1.8153975942925729e-16,1.840414153566074e-16,1.9031652231325889e-16,1.9581369749178041e-16,2.1052446629313011e-16,2.1247734362800317e-16,2.1059969674467709e-16,2.1373578212055738e-16,2.1059969674467709e-16,2.1228224175173904e-16,2.1237581483483501e-16,2.1369765918529715e-16,2.1373578212055738e-16
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,"electricity production, hydro, reservoir, alpine region",160000,160000,0.00012505007986249997,0.000117692,0.00013648299999999999,0.000117692,0.000119314,0.00012338200000000001,0.00012694599999999999,0.00013648299999999999,2.0736746801514242e-07,0,3.9460778336743513e-07,0,0,3.7939249840034178e-07,3.8880127606918704e-07,3.9460778336743513e-07,0.0017262109479248033,0,0.0032586391879342496,0,0,0.0031896800443967171,0.0032308734873950631,0.0032586391879342496,1.9288929585312143e-16,1.8153975942925729e-16,2.1052446629313011e-16,1.8153975942925729e-16,1.840414153566074e-16,1.9031652231325889e-16,1.9581369749178041e-16,2.1052446629313011e-16,2.3657347053222894e-17,0,4.5018547930965324e-17,0,0,4.3282666027250657e-17,4.4356062702077551e-17,4.5018547930965324e-17
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,"electricity production, hydro, run-of-river",160000,96120,0.00012505007986249997,0.000117692,0.00013648299999999999,0.000117692,0.000119314,0.00012338200000000001,0.00012694599999999999,0.00013648299999999999,1.2557825249846365e-06,0,2.3737940215422343e-06,0,0,2.3042603730850737e-06,2.3545162233583277e-06,2.3737940215422343e-06,0.010455291559228112,0,0.019895351941450579,0,0,0.019083141976611886,0.019663796166213391,0.019895351941450579,1.9288929585312143e-16,1.8153975942925729e-16,2.1052446629313011e-16,1.8153975942925729e-16,1.840414153566074e-16,1.9031652231325889e-16,1.9581369749178041e-16,2.1052446629313011e-16,4.5424145774608234e-17,0,5.1583289679117192e-17,0,5.0289922245895787e-17,5.1094243235255442e-17,5.1583289679117192e-17,5.1583289679117192e-17
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,"electricity production, nuclear, pressure water reactor",160000,160000,0.00012505007986249997,0.000117692,0.00013648299999999999,0.000117692,0.000119314,0.00012338200000000001,0.00012694599999999999,0.00013648299999999999,2.1315858421849684e-06,0,4.0110237156608551e-06,0,0,3.9517201491187921e-06,3.9880288390214925e-06,4.0110237156608551e-06,0.017746742570824585,0,0.033576794931845767,0,0,0.032508986040596315,0.033424651248147683,0.033576794931845767,1.9288929585312143e-16,1.8153975942925729e-16,2.1052446629313011e-16,1.8153975942925729e-16,1.840414153566074e-16,1.9031652231325889e-16,1.9581369749178041e-16,2.1052446629313011e-16,8.9362049460383975e-17,0,1.6815351183310499e-16,0,0,1.6566738554160923e-16,1.6718929780151897e-16,1.6815351183310499e-16
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,"electricity production, photovoltaic",160000,160000,0.00012505007986249997,0.000117692,0.00013648299999999999,0.000117692,0.000119314,0.00012338200000000001,0.00012694599999999999,0.00013648299999999999,6.6655602994723812e-06,6.2341756061209108e-06,7.1342249886097644e-06,6.2341756061209108e-06,6.4007116344291061e-06,6.7168623947937205e-06,6.881521540125935e-06,7.1342249886097644e-06,0.053320050503805581,0.051423858055930152,0.054439564886237218,0.051423858055930152,0.052271894584745099,0.053645939574811889,0.054208258158003682,0.054439564886237218,1.9288929585312143e-16,1.8153975942925729e-16,2.1052446629313011e-16,1.8153975942925729e-16,1.840414153566074e-16,1.9031652231325889e-16,1.9581369749178041e-16,2.1052446629313011e-16,8.901612111896463e-17,8.3255262364541315e-17,9.5274936094880996e-17,8.3255262364541315e-17,8.5479164859314596e-17,8.9701351894571268e-17,9.1900181801350113e-17,9.5274936094880996e-17
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,"electricity production, wind, 1-3MW turbine, offshore",160000,160000,0.00012505007986249997,0.000117692,0.00013648299999999999,0.000117692,0.000119314,0.00012338200000000001,0.00012694599999999999,0.00013648299999999999,9.9063903535974968e-06,9.4959611508632105e-06,1.0093025307694064e-05,9.4959611508632105e-06,9.8898167418096799e-06,9.9611323701739023e-06,1.0076147819936613e-05,1.0093025307694064e-05,0.07938901717470713,0.073950787333910195,0.084450674857406607,0.073950787333910195,0.07731365118706239,0.080255923723288436,0.08168875634389515,0.084450674857406607,1.9288929585312143e-16,1.8153975942925729e-16,2.1052446629313011e-16,1.8153975942925729e-16,1.840414153566074e-16,1.9031652231325889e-16,1.9581369749178041e-16,2.1052446629313011e-16,1.2472812226042095e-16,1.1956053055453043e-16,1.2707793988874528e-16,1.1956053055453043e-16,1.2451941732727539e-16,1.2541751375427146e-16,1.2686548305419727e-16,1.2707793988874528e-16
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,"electricity production, wind, 1-3MW turbine, onshore",160000,160000,0.00012505007986249997,0.000117692,0.00013648299999999999,0.000117692,0.000119314,0.00012338200000000001,0.00012694599999999999,0.00013648299999999999,4.7661475471301879e-06,0,6.7664852330316803e-06,0,0,6.4966552848715986e-06,6.5044956107394997e-06,6.7664852330316803e-06,0.039100362408091442,0,0.056711578130241885,0,0,0.05143418490166244,0.052961299514451575,0.056711578130241885,1.9288929585312143e-16,1.8153975942925729e-16,2.1052446629313011e-16,1.8153975942925729e-16,1.840414153566074e-16,1.9031652231325889e-16,1.9581369749178041e-16,2.1052446629313011e-16,6.2916023098408752e-17,0,8.9321677647452964e-17,0,0,8.5759592796703417e-17,8.5863361439700762e-17,8.9321677647452964e-17
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,"heat and power co-generation, wood chips, 6667 kW",160000,160000,0.00012505007986249997,0.000117692,0.00013648299999999999,0.000117692,0.000119314,0.00012338200000000001,0.00012694599999999999,0.00013648299999999999,4.3651698163868656e-05,4.1076093434000186e-05,4.576919167904111e-05,4.1076093434000186e-05,4.1574383239756111e-05,4.3505914453827139e-05,4.5478769235108114e-05,4.576919167904111e-05,0.34932192609899837,0.33534719839863658,0.36566432614078709,0.33534719839863658,0.34426884886937142,0.35228619813432038,0.35624801012255242,0.36566432614078709,1.9288929585312143e-16,1.8153975942925729e-16,2.1052446629313011e-16,1.8153975942925729e-16,1.840414153566074e-16,1.9031652231325889e-16,1.9581369749178041e-16,2.1052446629313011e-16,5.0978598866770358e-15,4.7970681452897636e-15,5.3451494617113018e-15,4.7970681452897636e-15,4.855268186258122e-15,5.0808246887087652e-15,5.31123309391227e-15,5.3451494617113018e-15
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,transmission network construction,160000,160000,0.00012505007986249997,0.000117692,0.00013648299999999999,0.000117692,0.000119314,0.00012338200000000001,0.00012694599999999999,0.00013648299999999999,1.5060194622454318e-06,0,2.979852649169541e-06,0,0,2.6701303029377066e-06,2.8050185192101414e-06,2.979852649169541e-06,0.012530458455600666,0,0.024189668140059753,0,0,0.022654532185728677,0.023509550590962849,0.024189668140059753,1.9288929585312143e-16,1.8153975942925729e-16,2.1052446629313011e-16,1.8153975942925729e-16,1.840414153566074e-16,1.9031652231325889e-16,1.9581369749178041e-16,2.1052446629313011e-16,,,,,,,,
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,EU electricity market imports,160000,160000,0.037500783190137499,0.032838971000000002,0.047985048000000002,0.032838971000000002,0.034279405999999998,0.034564756000000002,0.038063895,0.047985048000000002,0.0041187738975487932,0,0.014621917302150953,0,0.00030243468539471318,0.00033733373946366461,0.0051544609946479357,0.014621917302150953,0.092774741339296488,0,0.30471819684646251,0,0.0088226349486543957,0.0097594711637387106,0.13541601548259671,0.30471819684646251,5.7844799082662068e-14,5.0653973986587858e-14,7.4016733170476462e-14,5.0653973986587858e-14,5.2875837802677201e-14,5.3315988813533398e-14,5.8713397271043264e-14,7.4016733170476462e-14,7.7949278098902296e-14,0,2.7672504587940169e-13,0,5.7236851639718632e-15,6.3841622926028012e-15,9.7550029811071959e-14,2.7672504587940169e-13
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,Other life cycle contributions,160000,160000,0.037500783190137499,0.032838971000000002,0.047985048000000002,0.032838971000000002,0.034279405999999998,0.034564756000000002,0.038063895,0.047985048000000002,0.00034466618641937281,0,0.00090069580009172331,0,4.0913481639081419e-18,4.0913482409130788e-18,0.00063576857328719331,0.00090069580009172331,0.0082479744313773574,0,0.019360185594341349,0,1.1935295030821359e-16,1.2450409270192222e-16,0.018770342797025507,0.019360185594341349,5.7844799082662068e-14,5.0653973986587858e-14,7.4016733170476462e-14,5.0653973986587858e-14,5.2875837802677201e-14,5.3315988813533398e-14,5.8713397271043264e-14,7.4016733170476462e-14,,,,,,,,
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,Transmission corona,160000,160000,0.037500783190137499,0.032838971000000002,0.047985048000000002,0.032838971000000002,0.034279405999999998,0.034564756000000002,0.038063895,0.047985048000000002,5.0761358190589008e-19,-5.3539126656745402e-18,1.2000355674119242e-17,-5.3539126656745402e-18,-2.0456741204565394e-18,0,0,1.2000355674119242e-17,1.5834290204063554e-17,-1.6291211605065439e-16,3.6518363518576504e-16,-1.6291211605065439e-16,-5.9676475154106797e-17,0,0,3.6518363518576504e-16,5.7844799082662068e-14,5.0653973986587858e-14,7.4016733170476462e-14,5.0653973986587858e-14,5.2875837802677201e-14,5.3315988813533398e-14,5.8713397271043264e-14,7.4016733170476462e-14,,,,,,,,
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,"electricity production, Evolutionary Power Reactor (EPR)",160000,160000,0.037500783190137499,0.032838971000000002,0.047985048000000002,0.032838971000000002,0.034279405999999998,0.034564756000000002,0.038063895,0.047985048000000002,0.023622799393387767,0.023484632961847308,0.023754484022229742,0.023484632961847308,0.023553745699470288,0.023676166727962588,0.023697985158090885,0.023754484022229742,0.64186506624792727,0.49340716983262345,0.71521322635862894,0.49340716983262345,0.61879494201710805,0.68669127619532699,0.69131843060789577,0.71521322635862894,5.7844799082662068e-14,5.0653973986587858e-14,7.4016733170476462e-14,5.0653973986587858e-14,5.2875837802677201e-14,5.3315988813533398e-14,5.8713397271043264e-14,7.4016733170476462e-14,9.8456292922552195e-14,9.7880436092437098e-14,9.9005134684986041e-14,9.7880436092437098e-14,9.8168488503244393e-14,9.8678720102746273e-14,9.8769654803438958e-14,9.9005134684986041e-14
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,"electricity production, Small Modular Reactor (SMR)",160000,160000,0.037500783190137499,0.032838971000000002,0.047985048000000002,0.032838971000000002,0.034279405999999998,0.034564756000000002,0.038063895,0.047985048000000002,0.0058319035700295421,0.005797254557343764,0.0058622371346674597,0.005797254557343764,0.0058155327444065555,0.0058486151574236155,0.0058487838315732441,0.0058622371346674597,0.15845445141790906,0.12188763115488066,0.17654706616923779,0.12188763115488066,0.15278343806924002,0.16946338204341521,0.170616000680514,0.17654706616923779,5.7844799082662068e-14,5.0653973986587858e-14,7.4016733170476462e-14,5.0653973986587858e-14,5.2875837802677201e-14,5.3315988813533398e-14,5.8713397271043264e-14,7.4016733170476462e-14,1.589182209317673e-13,1.5797404246867534e-13,1.5974480447431697e-13,1.5797404246867534e-13,1.5847212085002229e-13,1.593736065565446e-13,1.5937820491282682e-13,1.5974480447431697e-13
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,"electricity production, hydro, reservoir, alpine region",160000,160000,0.037500783190137499,0.032838971000000002,0.047985048000000002,0.032838971000000002,0.034279405999999998,0.034564756000000002,0.038063895,0.047985048000000002,3.7721648010739525e-06,0,1.0626471670075564e-05,0,0,1.3951893052645234e-06,8.9885655784404174e-06,1.0626471670075564e-05,0.00010987713509451647,0,0.00030675895633248165,0,0,4.245367009236584e-05,0.00026221474136513387,0.00030675895633248165,5.7844799082662068e-14,5.0653973986587858e-14,7.4016733170476462e-14,5.0653973986587858e-14,5.2875837802677201e-14,5.3315988813533398e-14,5.8713397271043264e-14,7.4016733170476462e-14,4.3034402889883742e-16,0,1.2123114740738539e-15,0,0,1.5916891890678229e-16,1.0254524179258211e-15,1.2123114740738539e-15
reference,n03,SSP1,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,"electricity production, hydro, run-of-river",160000,96120,0.037500783190137499,0.032838971000000002,0.047985048000000002,0.032838971000000002,0.034279405999999998,0.034564756000000002,0.038063895,0.047985048000000002,1.8922935804562556e-05,0,5.3384332793394983e-05,0,0,6.3558922493756106e-06,4.560681676798175e-05,5.3384332793394983e-05,0.00055104989949274826,0,0.0015410686369515605,0,0,0.0001934009612025073,0.0013304436129372181,0.0015410686369515605,5.7844799082662068e-14,5.0653973986587858e-14,7.4016733170476462e-14,5.0653973986587858e-14,5.2875837802677201e-14,5.3315988813533398e-14,5.8713397271043264e-14,7.4016733170476462e-14,6.8447967443100507e-16,0,1.1600578378540816e-15,0,1.4118258520360272e-16,9.9105003115027181e-16,1.1209938780909201e-15,1.1600578378540816e-15
