rte_consumption_scenario,rte_production_scenario,ssp_scenario,iam_model,iam_scenario,gmst,year,lcia_method,impact,impact_unit,process,absolute_lca,contrib_absolute_lca,contrib_lca_ratio,absolute_lca_per_kwh,contrib_absolute_lca_per_kwh
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,"electricity production, wave energy converter",0.00029451599999999998,9.5112372704980685e-06,0.032294467093462051,4.1929945335790722e-16,1.0077664071030015e-15
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,"electricity production, wind, 1-3MW turbine, offshore",0.00029451599999999998,5.6016157996966469e-05,0.19019733392062391,4.1929945335790722e-16,3.0539118202266047e-16
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,"electricity production, wind, 1-3MW turbine, onshore",0.00029451599999999998,4.6724492670122779e-05,0.15864840168317776,4.1929945335790722e-16,3.7090007122827148e-16
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,"heat and power co-generation, wood chips, 6667 kW",0.00029451599999999998,1.7881761788040757e-05,0.060715756658520283,4.1929945335790722e-16,2.2233351363300558e-15
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,transmission network construction,0.00029451599999999998,1.7499564705261043e-06,0.0059418044198824658,4.1929945335790722e-16,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,EU electricity market imports,0.0069429289999999996,0.00068244308846515005,0.098293254686192252,9.8845799651349782e-15,6.7187605319182331e-15
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,Other life cycle contributions,0.0069429289999999996,0,0,9.8845799651349782e-15,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,Transmission corona,0.0069429289999999996,0.00022412369887516291,0.03228085709578233,9.8845799651349782e-15,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,"electricity production, hydro, reservoir, alpine region",0.0069429289999999996,3.0223912904906988e-05,0.0043531934295895853,9.8845799651349782e-15,3.6651508747559981e-15
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,"electricity production, hydro, run-of-river",0.0069429289999999996,0.00018463152327906406,0.026592742526830401,9.8845799651349782e-15,4.2646924492504258e-15
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,"electricity production, photovoltaic",0.0069429289999999996,0.0020526320600595289,0.29564353316295311,9.8845799651349782e-15,9.2908799084064694e-15
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,"electricity production, wave energy converter",0.0069429289999999996,8.4668840439958306e-05,0.012194974259416784,9.8845799651349782e-15,8.9711179343484957e-15
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,"electricity production, wind, 1-3MW turbine, offshore",0.0069429289999999996,0.00048480842368814884,0.069827651080422812,9.8845799651349782e-15,2.6430989614447152e-15
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,"electricity production, wind, 1-3MW turbine, onshore",0.0069429289999999996,0.00041634646913228662,0.059966977788810265,9.8845799651349782e-15,3.3049683163212454e-15
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,"heat and power co-generation, wood chips, 6667 kW",0.0069429289999999996,0.0026569973986009725,0.38269113778939301,9.8845799651349782e-15,3.3035877553694303e-13
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,transmission network construction,0.0069429289999999996,0.00012605358455481991,0.018155678180609355,9.8845799651349782e-15,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, atmospheric CO2 concentration",aCO2,ppm,EU electricity market imports,0.16094080699999999,0.030245830508687444,0.18793139584970173,2.2912985023291109e-13,2.9777500338796141e-13
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, atmospheric CO2 concentration",aCO2,ppm,Other life cycle contributions,0.16094080699999999,0,0,2.2912985023291109e-13,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, atmospheric CO2 concentration",aCO2,ppm,Transmission corona,0.16094080699999999,-6.0950549055376926e-18,-3.7871407625896227e-17,2.2912985023291109e-13,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, atmospheric CO2 concentration",aCO2,ppm,"electricity production, hydro, reservoir, alpine region",0.16094080699999999,0.00050143046104939297,0.0031156203973141069,2.2912985023291109e-13,6.0806762681060485e-14
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, atmospheric CO2 concentration",aCO2,ppm,"electricity production, hydro, run-of-river",0.16094080699999999,0.0020766349869446874,0.012903097888310499,2.2912985023291109e-13,4.7966942058540609e-14
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, atmospheric CO2 concentration",aCO2,ppm,"electricity production, photovoltaic",0.16094080699999999,0.047269698309991053,0.29370859504880609,2.2912985023291109e-13,2.139580202265577e-13
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, atmospheric CO2 concentration",aCO2,ppm,"electricity production, wave energy converter",0.16094080699999999,0.007501375138979023,0.046609528551568795,2.2912985023291109e-13,7.9481094727022306e-13
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, atmospheric CO2 concentration",aCO2,ppm,"electricity production, wind, 1-3MW turbine, offshore",0.16094080699999999,0.036433844496753465,0.22638040144009883,2.2912985023291109e-13,1.9863156698337001e-13
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, atmospheric CO2 concentration",aCO2,ppm,"electricity production, wind, 1-3MW turbine, onshore",0.16094080699999999,0.022570733997046871,0.140242455706382,2.2912985023291109e-13,1.7916703160676573e-13
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, atmospheric CO2 concentration",aCO2,ppm,"heat and power co-generation, wood chips, 6667 kW",0.16094080699999999,0.0065743436764315539,0.040849451416206418,2.2912985023291109e-13,8.1742350804009303e-13
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, atmospheric CO2 concentration",aCO2,ppm,transmission network construction,0.16094080699999999,0.0077669154241165154,0.048259453701611651,2.2912985023291109e-13,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, energy imbalance at top-of-atmosphere",EI,W m-2,EU electricity market imports,0.0024037279999999999,0.00041706273504016507,0.17350662597438857,3.4221641245534069e-15,4.1060489856564679e-15
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, energy imbalance at top-of-atmosphere",EI,W m-2,Other life cycle contributions,0.0024037279999999999,2.770479405678048e-19,1.1525760841817578e-16,3.4221641245534069e-15,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, energy imbalance at top-of-atmosphere",EI,W m-2,Transmission corona,0.0024037279999999999,0.00016802311554718613,0.069901051844129675,3.4221641245534069e-15,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, energy imbalance at top-of-atmosphere",EI,W m-2,"electricity production, hydro, reservoir, alpine region",0.0024037279999999999,6.913623421129543e-06,0.0028762087146006299,3.4221641245534069e-15,8.3839157367802089e-16
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, energy imbalance at top-of-atmosphere",EI,W m-2,"electricity production, hydro, run-of-river",0.0024037279999999999,2.8036821466449636e-05,0.011663891033615132,3.4221641245534069e-15,6.476056920204887e-16
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, energy imbalance at top-of-atmosphere",EI,W m-2,"electricity production, photovoltaic",0.0024037279999999999,0.00067515813398458322,0.28087958953117126,3.4221641245534069e-15,3.0559852908126177e-15
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, energy imbalance at top-of-atmosphere",EI,W m-2,"electricity production, wave energy converter",0.0024037279999999999,0.0001004766821524538,0.04180035434643762,3.4221641245534069e-15,1.0646043989535539e-14
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, energy imbalance at top-of-atmosphere",EI,W m-2,"electricity production, wind, 1-3MW turbine, offshore",0.0024037279999999999,0.00049403576662119511,0.20552898107489498,3.4221641245534069e-15,2.6934050813278349e-15
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, energy imbalance at top-of-atmosphere",EI,W m-2,"electricity production, wind, 1-3MW turbine, onshore",0.0024037279999999999,0.00030717809141001033,0.12779236727700069,3.4221641245534069e-15,2.4383871939430063e-15
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, energy imbalance at top-of-atmosphere",EI,W m-2,"heat and power co-generation, wood chips, 6667 kW",0.0024037279999999999,9.7365697582370964e-05,0.04050612115113314,3.4221641245534069e-15,1.2106001264859202e-14
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, climate change, energy imbalance at top-of-atmosphere",EI,W m-2,transmission network construction,0.0024037279999999999,0.00010947733277445615,0.045544809052628317,3.4221641245534069e-15,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,EU electricity market imports,0.56708310100000003,0.11984541701287819,0.21133660446157113,8.0735065568715324e-13,1.1798971584634039e-12
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,Other life cycle contributions,0.56708310100000003,0,0,8.0735065568715324e-13,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,Transmission corona,0.56708310100000003,-3.2983334197378724e-13,-5.8163140709387359e-13,8.0735065568715324e-13,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,"electricity production, hydro, reservoir, alpine region",0.56708310100000003,0.24904272202960384,0.43916442156438695,8.0735065568715324e-13,3.0200561949896124e-11
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,"electricity production, hydro, run-of-river",0.56708310100000003,0.0020725218895458254,0.0036547057845510112,8.0735065568715324e-13,4.7871936117387684e-14
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,"electricity production, photovoltaic",0.56708310100000003,0.10638665899047609,0.1876032962415434,8.0735065568715324e-13,4.8154060126952729e-13
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,"electricity production, wave energy converter",0.56708310100000003,0.0030198292206474113,0.0053251969866889249,8.0735065568715324e-13,3.1996711003415874e-13
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,"electricity production, wind, 1-3MW turbine, offshore",0.56708310100000003,0.044995966707129124,0.079346336767543921,8.0735065568715324e-13,2.4531090534936744e-13
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,"electricity production, wind, 1-3MW turbine, onshore",0.56708310100000003,0.023495230177637452,0.041431723386229864,8.0735065568715324e-13,1.8650570469826249e-13
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,"heat and power co-generation, wood chips, 6667 kW",0.56708310100000003,0.013105028909891512,0.02310953877268071,8.0735065568715324e-13,1.6294187277664426e-12
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,transmission network construction,0.56708310100000003,0.0051197260625204487,0.0090281760353857696,8.0735065568715324e-13,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, land-system change, global",LSC,%,EU electricity market imports,9.4600000000000003e-07,3.6596847778592256e-08,0.038685885601048894,1.346331775315771e-18,3.6017359162691834e-19
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, land-system change, global",LSC,%,Other life cycle contributions,9.4600000000000003e-07,0,0,1.346331775315771e-18,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, land-system change, global",LSC,%,Transmission corona,9.4600000000000003e-07,-2.1508290999013439e-20,-2.273603699684296e-14,1.346331775315771e-18,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, land-system change, global",LSC,%,"electricity production, hydro, reservoir, alpine region",9.4600000000000003e-07,-1.0880683201844447e-08,-0.011501779283133664,1.346331775315771e-18,-1.3189939331436143e-18
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, land-system change, global",LSC,%,"electricity production, hydro, run-of-river",9.4600000000000003e-07,-2.5021694764171816e-08,-0.026449994465297902,1.346331775315771e-18,-5.7775544978784106e-19
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, land-system change, global",LSC,%,"electricity production, photovoltaic",9.4600000000000003e-07,1.4216707936489647e-07,0.15028232491003854,1.346331775315771e-18,6.432654776097323e-19
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, land-system change, global",LSC,%,"electricity production, wave energy converter",9.4600000000000003e-07,3.6934397461212275e-08,0.039042703447370271,1.346331775315771e-18,3.9120053202200989e-18
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, land-system change, global",LSC,%,"electricity production, wind, 1-3MW turbine, offshore",9.4600000000000003e-07,2.2891952274098762e-08,0.024198681050844356,1.346331775315771e-18,1.2475890750129013e-19
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, land-system change, global",LSC,%,"electricity production, wind, 1-3MW turbine, onshore",9.4600000000000003e-07,-8.643306928727169e-08,-0.091366880853352733,1.346331775315771e-18,-6.85863693955112e-19
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, land-system change, global",LSC,%,"heat and power co-generation, wood chips, 6667 kW",9.4600000000000003e-07,7.4179127240643683e-07,0.78413453742752304,1.346331775315771e-18,9.2198085341865679e-17
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, land-system change, global",LSC,%,transmission network construction,9.4600000000000003e-07,8.7953897968072796e-08,0.09297452216498181,1.346331775315771e-18,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ocean acidification, carbonate ion concentration",OA,aragonite saturation,EU electricity market imports,0.00049178299999999998,9.2423155616475942e-05,0.18793483226641822,7.0014612590984047e-16,9.0991997363432519e-16
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ocean acidification, carbonate ion concentration",OA,aragonite saturation,Other life cycle contributions,0.00049178299999999998,0,0,7.0014612590984047e-16,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ocean acidification, carbonate ion concentration",OA,aragonite saturation,Transmission corona,0.00049178299999999998,-9.4153083373618082e-20,-1.9145249708431988e-16,7.0014612590984047e-16,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ocean acidification, carbonate ion concentration",OA,aragonite saturation,"electricity production, hydro, reservoir, alpine region",0.00049178299999999998,1.5322281649370575e-06,0.0031156590710477135,7.0014612590984047e-16,1.8580795010778887e-16
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ocean acidification, carbonate ion concentration",OA,aragonite saturation,"electricity production, hydro, run-of-river",0.00049178299999999998,6.3456495729116968e-06,0.012903352846502821,7.0014612590984047e-16,1.465742338628436e-16
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ocean acidification, carbonate ion concentration",OA,aragonite saturation,"electricity production, photovoltaic",0.00049178299999999998,0.00014444277051343051,0.29371241078571342,7.0014612590984047e-16,6.5379445314027571e-16
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ocean acidification, carbonate ion concentration",OA,aragonite saturation,"electricity production, wave energy converter",0.00049178299999999998,2.2922344387882132e-05,0.046610688836096682,7.0014612590984047e-16,2.428743605200436e-15
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ocean acidification, carbonate ion concentration",OA,aragonite saturation,"electricity production, wind, 1-3MW turbine, offshore",0.00049178299999999998,0.0001113317103132897,0.22638381219621195,7.0014612590984047e-16,6.0696245939984286e-16
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ocean acidification, carbonate ion concentration",OA,aragonite saturation,"electricity production, wind, 1-3MW turbine, onshore",0.00049178299999999998,6.8969909166632004e-05,0.140244598057745,7.0014612590984047e-16,5.4748440335633649e-16
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ocean acidification, carbonate ion concentration",OA,aragonite saturation,"heat and power co-generation, wood chips, 6667 kW",0.00049178299999999998,2.0082266440214332e-05,0.040835625550729351,7.0014612590984047e-16,2.4969343641534329e-15
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ocean acidification, carbonate ion concentration",OA,aragonite saturation,transmission network construction,0.00049178299999999998,2.3732965824226709e-05,0.048259020389535043,7.0014612590984047e-16,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,EU electricity market imports,0.00062035400000000004,1.0085750800236663e-05,0.016258057174188708,8.8319154196212848e-16,9.9295776266014754e-17
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,Other life cycle contributions,0.00062035400000000004,-6.9262016610557065e-20,-1.1164918193572873e-16,8.8319154196212848e-16,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,Transmission corona,0.00062035400000000004,0.00051058774613099885,0.82305868283431527,8.8319154196212848e-16,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,"electricity production, hydro, reservoir, alpine region",0.00062035400000000004,2.7717827236446412e-07,0.00044680661745465349,8.8319154196212848e-16,3.3612450117709481e-17
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,"electricity production, hydro, run-of-river",0.00062035400000000004,4.9769064323544007e-07,0.00080226877433762014,8.8319154196212848e-16,1.1495851887944308e-17
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,"electricity production, photovoltaic",0.00062035400000000004,2.5688878365680705e-05,0.041410030991467298,8.8319154196212848e-16,1.1627616524691991e-16
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,"electricity production, wave energy converter",0.00062035400000000004,2.4065898562608951e-06,0.0038793815406379176,8.8319154196212848e-16,2.5499100174426903e-16
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,"electricity production, wind, 1-3MW turbine, offshore",0.00062035400000000004,1.457771771618996e-05,0.023499030740818886,8.8319154196212848e-16,7.9475381712450236e-17
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,"electricity production, wind, 1-3MW turbine, onshore",0.00062035400000000004,7.0286153017560136e-06,0.011330007224513767,8.8319154196212848e-16,5.5793294624496282e-17
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,"heat and power co-generation, wood chips, 6667 kW",0.00062035400000000004,4.764469984292941e-05,0.076802438354438604,8.8319154196212848e-16,5.9239192942280865e-15
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"AESA (PBs-LCIA), 0.9.1, ozone depletion, stratospheric O3 concentration",SOD,DU,transmission network construction,0.00062035400000000004,1.5591330703476125e-06,0.0025132957478272281,8.8319154196212848e-16,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,EU electricity market imports,7827061657,1254993597.642,0.16034032343665233,0.011143311015947781,0.012355611235973727
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,Other life cycle contributions,7827061657,0,0,0.011143311015947781,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,Transmission corona,7827061657,988584345.76399994,0.12630338038539357,0.011143311015947781,
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,"electricity production, hydro, reservoir, alpine region",7827061657,23309219.794603549,0.002978029408233592,0.011143311015947781,0.0028266296291683548
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,"electricity production, hydro, run-of-river",7827061657,83585910.895773351,0.010679091919637519,0.011143311015947781,0.0019307006649001044
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,"electricity production, photovoltaic",7827061657,2060691460.2781017,0.26327778553209136,0.011143311015947781,0.0093273594178542394
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,"electricity production, wave energy converter",7827061657,305920706.22635633,0.039085000174076991,0.011143311015947781,0.032413940393048804
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,"electricity production, wind, 1-3MW turbine, offshore",7827061657,1514254897.7619908,0.19346403083560004,0.011143311015947781,0.0082554785996214446
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,"electricity production, wind, 1-3MW turbine, onshore",7827061657,943134620.94430292,0.12049663874831322,0.011143311015947781,0.0074866254097662307
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,"heat and power co-generation, wood chips, 6667 kW",7827061657,323918175.11623937,0.041384390376757625,0.011143311015947781,0.040274488891437921
reference,m0,SSP2,remind,SSP2-PkBudg1000,1.7-2.0,2060,"IPCC 2021, climate change, global warming potential (GWP100)",GWP_100,kg CO2-eq,transmission network construction,7827061657,328668722.57663,0.041991329183243449,0.011143311015947781,
reference,m0,SSP2,remind,SSP2-PkBudg650,<1.5,2060,"AESA (PBs-LCIA), 0.9.1, atmospheric aerosol loading, AOD (Global)",AAL,AOD,EU electricity market imports,0.000110229,1.0072561538795936e-05,0.091378507822768379,1.569312820761006e-16,9.9165547104988754e-17
