rte_consumption_scenario,rte_production_scenario,ssp_scenario,iam_model,iam_scenario,gmst,lcia_method,impact,impact_unit,year,value
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2033,1.401672127
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2034,1.422294766
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2035,1.443018645
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2036,1.463843762
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2037,1.484770119
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2038,1.505797715
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2039,1.52692655
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2040,1.548156624
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2041,1.595929537
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2042,1.644420994
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2043,1.693630995
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2044,1.74355954
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2045,1.794206629
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2046,1.845572263
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2047,1.89765644
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2048,1.950459162
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2049,2.003980427
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2050,2.058220237
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2051,2.087928918
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2052,2.117637599
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2053,2.14734628
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2054,2.177054961
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2055,2.206763642
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2056,2.236472323
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2057,2.266181004
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2058,2.295889685
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2059,2.325598366
reference,n03,SSP1,remind,SSP1-NPi,2.0-2.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2060,2.355307048
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2026,1.344003882
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2027,1.337637393
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2028,1.331100383
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2029,1.324392854
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2030,1.317514805
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2031,1.288436929
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2032,1.257817457
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2033,1.225656391
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2034,1.191953729
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2035,1.156709473
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2036,1.119923622
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2037,1.081596175
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2038,1.041727134
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2039,1.000316498
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2040,0.957364266
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2041,0.94999711
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2042,0.941712233
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2043,0.932509633
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2044,0.922389312
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2045,0.911351269
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2046,0.899395505
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2047,0.886522018
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2048,0.87273081
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2049,0.85802188
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2050,0.842395228
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2051,0.813599464
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2052,0.784768467
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2053,0.755902238
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2054,0.727000777
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2055,0.698064083
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2056,0.669092157
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2057,0.640084998
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2058,0.611042607
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2059,0.581964983
reference,m0,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2060,0.552852127
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2026,1.35977406
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2027,1.354877816
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2028,1.3498259
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2029,1.344618313
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2030,1.339255053
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2031,1.359486596
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2032,1.379817639
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2033,1.400248183
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2034,1.420778226
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2035,1.44140777
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2036,1.462136814
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2037,1.482965358
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2038,1.503893402
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2039,1.524920946
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2040,1.546047991
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2041,1.594805642
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2042,1.64430935
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2043,1.694559115
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2044,1.745554938
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2045,1.797296818
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2046,1.849784756
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2047,1.903018751
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2048,1.956998804
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2049,2.011724913
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2050,2.067197081
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2051,2.098043317
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2052,2.128889554
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2053,2.159735791
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2054,2.190582028
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2055,2.221428265
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2056,2.252274501
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2057,2.283120738
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2058,2.313966975
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2059,2.344813212
reference,n03,SSP1,remind,SSP1-PkBudg1000,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2060,2.375659449
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2026,1.343871597
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2027,1.337371246
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2028,1.330698796
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2029,1.323854249
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2030,1.316837605
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2031,1.287872585
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2032,1.257369793
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2033,1.22532923
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2034,1.191750896
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2035,1.156634791
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2036,1.119980914
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2037,1.081789266
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2038,1.042059847
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2039,1.000792656
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2040,0.957987694
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2041,0.950377011
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2042,0.941839299
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2043,0.932374558
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2044,0.921982788
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2045,0.910663989
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2046,0.898418162
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2047,0.885245306
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2048,0.871145421
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2049,0.856118507
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2050,0.840164564
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2051,0.811070287
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2052,0.78194042
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2053,0.752774963
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2054,0.723573917
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2055,0.69433728
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2056,0.665065054
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2057,0.635757239
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2058,0.606413833
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2059,0.577034838
reference,m0,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2060,0.547620253
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2026,1.359623826
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2027,1.354575546
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2028,1.349369792
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2029,1.344006563
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2030,1.33848586
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2031,1.358838316
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2032,1.379293349
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2033,1.399850959
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2034,1.420511146
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2035,1.44127391
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2036,1.462139251
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2037,1.483107168
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2038,1.504177663
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2039,1.525350735
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2040,1.546626383
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2041,1.59531228
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2042,1.644742072
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2043,1.694915757
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2044,1.745833337
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2045,1.79749481
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2046,1.849900178
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2047,1.903049439
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2048,1.956942595
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2049,2.011579644
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2050,2.066960588
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2051,2.097717379
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2052,2.12847417
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2053,2.159230962
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2054,2.189987753
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2055,2.220744545
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2056,2.251501336
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2057,2.282258128
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2058,2.313014919
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2059,2.343771711
reference,n03,SSP1,remind,SSP1-PkBudg650,<1.5,"AESA (PBs-LCIA), 0.9.1, freshwater use, global",FWU,km3 yr-1,2060,2.374528502
