rte_consumption_scenario,rte_production_scenario,ssp_scenario,iam_model,iam_scenario,gmst,lcia_method,impact,impact_unit,year,value
reference,n03,SSP1,message,SSP1-VL,<1.5,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2058,0.034125852
reference,n03,SSP1,message,SSP1-VL,<1.5,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2059,0.033494831
reference,n03,SSP1,message,SSP1-VL,<1.5,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2060,0.032863809
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2026,0.040447552
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2027,0.039781243
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2028,0.039104174
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2029,0.038416344
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2030,0.037717754
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2031,0.036400769
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2032,0.035024649
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2033,0.033589395
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2034,0.032095007
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2035,0.030541485
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2036,0.028928829
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2037,0.027257038
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2038,0.025526114
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2039,0.023736055
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2040,0.021886863
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2041,0.021237607
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2042,0.020549829
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2043,0.019823529
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2044,0.019058706
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2045,0.01825536
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2046,0.017413492
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2047,0.016533102
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2048,0.015614189
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2049,0.014656754
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2050,0.013660796
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2051,0.012439006
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2052,0.011215737
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2053,0.00999099
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2054,0.008764763
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2055,0.007537057
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2056,0.006307873
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2057,0.005077209
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2058,0.003845067
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2059,0.002611445
reference,m0,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2060,0.001376345
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2026,0.041449804
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2027,0.040904483
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2028,0.040349693
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2029,0.039785434
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2030,0.039211706
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2031,0.039332872
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2032,0.039445809
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2033,0.039550518
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2034,0.039646998
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2035,0.039735249
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2036,0.039815272
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2037,0.039887066
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2038,0.039950631
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2039,0.040005968
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2040,0.040053076
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2041,0.04003877
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2042,0.040009122
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2043,0.039964131
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2044,0.039903798
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2045,0.039828122
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2046,0.039737103
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2047,0.039630742
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2048,0.039509038
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2049,0.039371992
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2050,0.039219603
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2051,0.038585254
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2052,0.037950905
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2053,0.037316555
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2054,0.036682206
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2055,0.036047856
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2056,0.035413507
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2057,0.034779158
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2058,0.034144808
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2059,0.033510459
reference,n03,SSP2,message,SSP2-L,1.7-2.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2060,0.03287611
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2026,0.040451895
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2027,0.03978998
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2028,0.039117357
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2029,0.038434025
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2030,0.037739985
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2031,0.036423194
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2032,0.035047263
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2033,0.033612194
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2034,0.032117985
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2035,0.030564638
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2036,0.028952151
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2037,0.027280526
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2038,0.025549762
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2039,0.023759859
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2040,0.021910817
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2041,0.021262246
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2042,0.020575161
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2043,0.019849563
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2044,0.019085451
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2045,0.018282825
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2046,0.017441685
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2047,0.016562032
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2048,0.015643865
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2049,0.014687184
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2050,0.013691989
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2051,0.012470497
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2052,0.011247526
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2053,0.010023077
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2054,0.008797149
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2055,0.007569742
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2056,0.006340857
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2057,0.005110493
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2058,0.003878651
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2059,0.00264533
reference,m0,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2060,0.00141053
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2026,0.041454521
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2027,0.040913973
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2028,0.040364014
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2029,0.039804642
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2030,0.039235857
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2031,0.039356836
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2032,0.039469575
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2033,0.039574074
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2034,0.039670333
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2035,0.039758352
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2036,0.039838132
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2037,0.039909671
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2038,0.039972971
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2039,0.04002803
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2040,0.04007485
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2041,0.040060594
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2042,0.040030989
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2043,0.039986035
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2044,0.039925731
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2045,0.039850078
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2046,0.039759076
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2047,0.039652724
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2048,0.039531023
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2049,0.039393973
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2050,0.039241573
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2051,0.038606943
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2052,0.037972314
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2053,0.037337685
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2054,0.036703055
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2055,0.036068426
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2056,0.035433796
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2057,0.034799167
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2058,0.034164538
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2059,0.033529908
reference,n03,SSP2,message,SSP2-LO,1.5-1.7,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2060,0.032895279
reference,m0,SSP2,message,SSP2-M,2.8-3.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2026,0.040451895
reference,m0,SSP2,message,SSP2-M,2.8-3.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2027,0.03978998
reference,m0,SSP2,message,SSP2-M,2.8-3.0,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, nitrogen, inverse modelling, surface water",N,Tg N yr-1,2028,0.039117357
