country,sector,year,summary_level,fu_ratio,ratio_label,row_count,ratio_count,num_zero_den_positive_count,mean,p5,p25,p50,p75,p95
IT,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.5763482684373482,0.21718980388340525,0.4218617885435144,0.6278476235104349,0.7770458096177517,0.8446167778816436
JP,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.2427080976583882,5.352152771694033e-05,0.00010534867569582699,0.10506655011804883,0.5110292219881435,0.6375517193892742
JP,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.0021773607116676763,4.8606508232415586e-05,6.855608725219699e-05,0.00010074650985641989,0.00011009999964660532,0.009512875041507102
JP,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.4832388346051087,0.22987351134389403,0.3634884822586444,0.5492128002845927,0.6298949008611641,0.6416973886338648
KR,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.24120997172196204,0.0013538121391724702,0.003983026984366668,0.16680135395594364,0.4541262209766277,0.6615431042990629
KR,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.03602256221974786,0.0011972704017612693,0.0019793155472532273,0.003705813973959477,0.0043444280190987105,0.1523649809065834
KR,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.4463973812241762,0.15634144138730588,0.2761548109036173,0.49256842257685113,0.6094642757128986,0.6873708900374836
LT,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,6,6,0.12131860399338575,0.037810842185922004,0.07631398521139271,0.12056458382540153,0.15070131011274732,0.21612066443858535
LT,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.12131860399338575,0.037810842185922004,0.07631398521139271,0.12056458382540153,0.15070131011274732,0.21612066443858535
LT,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,0,6,,,,,,
LU,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,6,6,0.23710142787767885,0.008650267742300972,0.03024740968766628,0.10906707757356585,0.22293308606050932,0.7622742367059766
LU,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.23710142787767885,0.008650267742300972,0.03024740968766628,0.10906707757356585,0.22293308606050932,0.7622742367059766
LU,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,0,6,,,,,,
LV,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,6,6,0.48947444450856487,0.17908797095019086,0.3504973449965547,0.5079646749200557,0.6845627866013356,0.7408814875330259
LV,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.48947444450856487,0.17908797095019086,0.3504973449965547,0.5079646749200557,0.6845627866013356,0.7408814875330259
LV,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,0,6,,,,,,
MT,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,6,6,0.40818094682957234,0.12558722285721724,0.23660633000092976,0.36033202872087394,0.47061211718007545,0.8193607062475019
MT,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.40818094682957234,0.12558722285721724,0.23660633000092976,0.36033202872087394,0.47061211718007545,0.8193607062475019
MT,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,0,6,,,,,,
MX,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.16993442559911687,0.07568667862063148,0.08244599915648032,0.09185415234770616,0.16695629781244084,0.4728666030184546
MX,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.08043060691350917,0.0756549655876658,0.07671752922459216,0.08151979023369638,0.08339437324017492,0.08443507527396833
MX,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.25943824428472456,0.09963364071949785,0.11587972702513913,0.17563825230577296,0.2039686260836435,0.6496949287991725
NL,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,6,6,0.1761859853153275,0.02277521006468501,0.056179008821976135,0.15718795961227422,0.21570225431823759,0.40542159554649304
NL,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.1761859853153275,0.02277521006468501,0.056179008821976135,0.15718795961227422,0.21570225431823759,0.40542159554649304
NL,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,0,6,,,,,,
NO,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,6,6,0.18692359960373636,0.02564523448668494,0.06098169560006458,0.16334584703713204,0.2608680534244746,0.41037430950378173
NO,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.18692359960373636,0.02564523448668494,0.06098169560006458,0.16334584703713204,0.2608680534244746,0.41037430950378173
NO,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,0,6,,,,,,
PL,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,6,6,0.21795898177114648,0.13050634669966754,0.19686491195777692,0.2372977455684645,0.25604294703208375,0.2715231287807093
PL,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.21795898177114648,0.13050634669966754,0.19686491195777692,0.2372977455684645,0.25604294703208375,0.2715231287807093
PL,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,0,6,,,,,,
PT,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.4373002062263596,0.16679578337020234,0.25212300016718625,0.4928949695541245,0.5796418620515775,0.6652085477058702
PT,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.5248401075650753,0.29342649589738146,0.4713140724781167,0.5658447042421939,0.6376415403665164,0.6688980912998095
PT,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.34976030488764415,0.12905001213178965,0.23126842647826773,0.314764320615168,0.5017394318440539,0.5889744135966986
RO,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.7815181675944712,0.5616714970736463,0.759539738432931,0.8282857287997725,0.8514347508807695,0.8694121968824199
RO,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.7981348618027702,0.6434706094371129,0.8120250282513186,0.8465394885714264,0.8502855641579852,0.85229980373582
RO,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.7649014733861725,0.5816527939544591,0.7524645747626612,0.7873526919984831,0.8513976343521446,0.8725842228752159
RU,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.33858262265455114,0.006866693425989918,0.016876752435604634,0.31870475281790456,0.6683399054342315,0.7768366809454961
RU,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.0460868092323424,0.005791782457217904,0.009843940868961648,0.015897362903204013,0.019598842141611603,0.1634234136942027
RU,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.6310784360767597,0.4313183612501385,0.4994832513413451,0.678423327514454,0.7466317973122761,0.7862973532260034
SE,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,6,6,0.24574660780025437,0.0629323900615226,0.12790700971900446,0.24667190233859676,0.3189744216211138,0.4572225047511803
SE,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.24574660780025437,0.0629323900615226,0.12790700971900446,0.24667190233859676,0.3189744216211138,0.4572225047511803
SE,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,0,6,,,,,,
SI,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,6,6,0.4436126262079076,0.23614746034808443,0.3342564606592151,0.4838408829078382,0.5501207097378218,0.6060435472636639
SI,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.4436126262079076,0.23614746034808443,0.3342564606592151,0.4838408829078382,0.5501207097378218,0.6060435472636639
SI,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,0,6,,,,,,
SK,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,6,6,0.4056148206317787,0.3202312427907991,0.36263363085913913,0.4174297986053227,0.45438225048319064,0.4733567641177754
SK,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.4056148206317787,0.3202312427907991,0.36263363085913913,0.4174297986053227,0.45438225048319064,0.4733567641177754
SK,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,0,6,,,,,,
TR,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.32880267565926413,0.005355403353006773,0.008636783367085385,0.20942994576269575,0.6503000622171269,0.7932522780800205
TR,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.010478572656882441,0.004158631182491032,0.007515761564680848,0.008628309388851004,0.009424708661004633,0.021634938002696787
TR,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.6471267786616458,0.43626774508393257,0.5844195740828879,0.6589614241150318,0.6973700173429453,0.8524880364753812
TW,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.1574009922816606,0.002442983379665539,0.0027010829144354176,0.028435200991856376,0.25220150821920356,0.5633647053056572
TW,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.00348044894459754,0.0023763821399365535,0.002577750338945312,0.0026948371556250105,0.00271683601312649,0.006611937194475331
TW,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.31132153561872367,0.06083540992139998,0.12992584621325426,0.27407416374321886,0.34121991124248763,0.70626113769194
US,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.17995759498644825,0.026409619391032348,0.032365017695229176,0.12340287805435507,0.23289550785254542,0.5089895588534383
US,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.10920432366599296,0.026031713864365754,0.030810754192178654,0.07436040248242015,0.19337405412756714,0.2291774008566152
US,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.2507108663069036,0.029545684230941113,0.05887077786475298,0.18270269111920306,0.2434619713430842,0.6839449083724967
WA,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.16501108221295788,0.04385809952889747,0.06579884670010916,0.1674478751714017,0.19415934821413083,0.3761888871970738
WA,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.18404012455228766,0.16398185226898943,0.17510228426716068,0.1851074118611121,0.19658714547787232,0.20044710788165224
WA,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.14598203987362815,0.041070835295719366,0.051605326076291744,0.06463400335646378,0.06918898672143671,0.45991246502124716
WE,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.3707104725971217,0.24643295293453957,0.316540708374075,0.34824641034017856,0.4235058755938638,0.5183625569733631
WE,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.36123439579439753,0.3133147543493747,0.322547276217659,0.3481435722808325,0.38609416887209924,0.4336448956712708
WE,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.3801865493998459,0.20966544874802395,0.31017158811824797,0.37682925611964746,0.43506805196310755,0.5647134646907902
WF,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.49637230194852533,0.24631712928580884,0.3754998594954817,0.47286150721319387,0.6411045669895807,0.7448760956956026
WF,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.3301412849871221,0.18334192306703773,0.3469457769202125,0.372147670276639,0.3803831205019744,0.3832356457708082
WF,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.6626033189099286,0.5761582107976282,0.6246323511015198,0.6422184452632573,0.6515555511275638,0.805509936670528
WL,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.4829405712215235,0.28694991055211516,0.3101486628660797,0.4452290701893379,0.6092068991714132,0.775408512285228
WL,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.3069246218480117,0.2796747970786827,0.2981142216708464,0.3063888233762511,0.31528805856711234,0.3350975204731047
WL,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.6589565205950352,0.5585356520865459,0.5905091832482794,0.6186081407448935,0.6417356470265883,0.863562639538825
WM,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.4157977127056238,0.1716861690148856,0.2684151773761413,0.39561738283333653,0.5800027352806817,0.6624441255108409
WM,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.27643491971531226,0.158759062090727,0.20721682720157775,0.2641557251184077,0.29011738258736974,0.4454602574640708
WM,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.5551605056959353,0.34012135540106975,0.5367698536649109,0.5995903062023027,0.6538009168957968,0.6648650492874808
ZA,Cultivation of paddy rice,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.14175288051522456,0.03873321356888738,0.07667360348619195,0.1423069516065097,0.1856012229205586,0.26314807999828094
ZA,Cultivation of paddy rice,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.15664147224976546,0.07665243927177331,0.11340051878183426,0.16893726228623043,0.19796857770239734,0.2235613155287481
ZA,Cultivation of paddy rice,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.12686428878068368,0.034157918850092714,0.053970871830922,0.1026259722763238,0.1638151942825515,0.2718103689316237
AT,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.4535698566391997,0.001232223298554007,0.0063331295085380206,0.382304710372462,0.9345350521458008,0.9674394384462791
AT,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.8974352113417376,0.7612783717094529,0.8682903101209091,0.935099607475359,0.9588580191122797,0.968131651118322
AT,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.00970450193666147,0.0009133581585205024,0.0019906389636952693,0.0051657506153481095,0.012250218741374233,0.027236286368503646
AU,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.12605737310953172,0.00038317989596235307,0.012090786124875968,0.024837570457457547,0.167611179861253,0.5264508499312686
AU,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.009373152838100742,0.00037621264299728834,0.0009616429822069728,0.008949083950783325,0.016606184084634223,0.01965049247464804
AU,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.24274159338096268,0.02969777957959677,0.06477418485394906,0.17003636868384336,0.42840435310925445,0.5354779351947823
BE,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.2931482006137513,0.006976648794079885,0.06183068460944352,0.14142151381406204,0.5567553552588144,0.7844801756380206
BE,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.5212244958114544,0.14569261546654716,0.2895277211019758,0.6043904981428116,0.7257161091691589,0.8178661476709614
BE,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.06507190541604808,0.0051348977361226535,0.015012245766566346,0.05149750871403507,0.10309152974344316,0.14887239946304648
BG,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.35644925398475746,0.017347078334712118,0.0469094077666417,0.433195066693038,0.6209163865535073,0.6885358488414143
BG,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.5574396039800732,0.4238238676617154,0.48097512766308254,0.5935069446213908,0.6248976139455207,0.6549810871179232
BG,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.15545890398944162,0.015558194521108057,0.023892525199612845,0.04309923472212672,0.08344622559694587,0.5621652657245255
BR,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.7852775773173352,0.09772502919945728,0.19874271923612458,0.2606699173396374,1.5366354289434254,1.8236914624717473
BR,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.1738457043937525,0.0694808423168083,0.14424955806120054,0.1847365807155864,0.2181132584051816,0.255723605642639
BR,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,1.3967094502409179,0.5021769125127875,1.3014142654146688,1.6106573261157575,1.7730105862792138,1.8542988319737048
CA,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.12577654430438553,0.02431731087754951,0.03260916347188568,0.09168135655271,0.14194121648981892,0.368925111853426
CA,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.0717400196788164,0.02398757361321955,0.027129431181778903,0.06058380988529698,0.11876930071824611,0.1308955821419244
CA,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.17981306892995463,0.03156097078245953,0.055323035268989657,0.1348950621502553,0.31542930024669286,0.3730520432165836
CH,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,6,6,0.3240519139712064,0.052112281653956705,0.14061364263855347,0.31812741534070865,0.4719885612930742,0.6265712106978938
CH,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.3240519139712064,0.052112281653956705,0.14061364263855347,0.31812741534070865,0.4719885612930742,0.6265712106978938
CH,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,0,6,,,,,,
CN,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.18964801957202404,0.01418630423302357,0.01983972474101951,0.12310420894666516,0.3411207208012944,0.46696789940945127
CN,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.018508997310293724,0.012840690715933061,0.016262701822984033,0.01870536108266572,0.021087397904279014,0.023726809432436657
CN,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.36078704183375443,0.23328278481788037,0.27980556583748106,0.36788304499875335,0.4383045572673894,0.48232193553222186
CY,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,6,6,0.5215673423972601,0.27540233396334096,0.3567652978863121,0.5162631755575742,0.5556705565464423,0.8610530990519898
CY,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.5215673423972601,0.27540233396334096,0.3567652978863121,0.5162631755575742,0.5556705565464423,0.8610530990519898
CY,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,0,6,,,,,,
CZ,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.44319029015697137,0.011656591954198554,0.06795315960901524,0.38148868290558713,0.5947798641729574,1.228093070223109
CZ,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.5543552377993299,0.35834848422957666,0.4594758400217768,0.571973921513846,0.605636145092054,0.7588725206920338
CZ,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.3320253425146129,0.009386878389911537,0.021188949717189265,0.05849287706163343,0.10278561438871653,1.3338357636166704
DE,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,6,6,0.024651349191339576,0.00535999093028051,0.008942567922192592,0.016555852690528457,0.04275923717268654,0.05178804889521163
DE,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.024651349191339576,0.00535999093028051,0.008942567922192592,0.016555852690528457,0.04275923717268654,0.05178804889521163
DE,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,0,6,,,,,,
DK,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,6,6,0.19270303933136543,0.022252169291483694,0.053124267191881624,0.1606641705053145,0.23718252946526788,0.4639321110053606
DK,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.19270303933136543,0.022252169291483694,0.053124267191881624,0.1606641705053145,0.23718252946526788,0.4639321110053606
DK,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,0,6,,,,,,
EE,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.11646746317506818,2.92604089104119e-05,0.0003862823429892948,0.07105927845884687,0.18583173012802606,0.33304770187658017
EE,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.22863055828926557,0.127636693592713,0.1577653572904236,0.21381779439263202,0.3080834952383652,0.3411808235650521
EE,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.004304368060870812,2.746765457384748e-05,5.33378774667884e-05,0.0002966891915333225,0.0006132778983683535,0.018551640711999173
ES,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.3217692807050469,0.01167890866282563,0.06289446486358488,0.2240302873170072,0.47150698114859535,0.8715236221112461
ES,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.1010594952812424,0.008312319118404026,0.022586021877759203,0.05531554609994416,0.08068987110626852,0.31307001054123346
ES,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.5424790661288514,0.20643126924390293,0.2984217523865393,0.5270119231406807,0.7802664490957117,0.9007518170169668
FI,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,6,6,0.6392567532430807,0.4430401193248779,0.49234377502951154,0.6238288715662699,0.8115721949773947,0.8365376067703996
FI,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.6392567532430807,0.4430401193248779,0.49234377502951154,0.6238288715662699,0.8115721949773947,0.8365376067703996
FI,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,0,6,,,,,,
FR,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.28491222897747615,0.039078041061176044,0.12547588345261224,0.22549420238126988,0.3507621772886942,0.7058763989607889
FR,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.27062973006270313,0.05885909349709355,0.1303219155095131,0.24058037651573838,0.300185204954802,0.5912928388738323
FR,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.29919472789224927,0.05881216178760516,0.13988947817938532,0.20783877909678805,0.4253027483493639,0.6682907204287643
GB,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.3878829437513706,0.003091258813952314,0.04241484077930554,0.27527293401683994,0.7896962956680547,0.8608933050158944
GB,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.7280862925778214,0.4775564907520495,0.6343392212842183,0.8080562899741439,0.8520460361057786,0.8651759826183147
GB,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.04767959492491968,0.002269590671224215,0.00626458746438577,0.03230558277734026,0.09227806425174669,0.10890363877326238
GR,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.8278168793383989,0.35259768538729225,0.5107346017354507,0.6491691039980259,0.9688865320113819,1.735055271342624
GR,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.5866153585156929,0.3419116455923655,0.422613631315002,0.6064920142734644,0.7001831181042689,0.8417522847963634
GR,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,1.0690184001611047,0.4924946363667227,0.5573730556823819,0.95128651814693,1.4805357495998661,1.8496480229986652
HR,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.5053948350501566,0.040666265906905,0.20417199115858992,0.5228865520923868,0.8359313603802191,0.8819030130026818
HR,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.8348027692584211,0.7539215478712064,0.8218453746400606,0.8457480504727541,0.87325830501748,0.885915735135115
HR,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.17598690084189214,0.01914587140851558,0.09410789612052284,0.1886449979452679,0.27276515343774355,0.3081273184050088
HU,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.16472974370605806,0.01969069420719162,0.05121709059821919,0.13566774439449955,0.28098986163385226,0.32634876144449393
HU,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.26663597577521786,0.1673129568813632,0.23998873069068594,0.28269297291068923,0.2913490026692174,0.34851531013804404
HU,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.06282351163689824,0.014491892097154563,0.0323781921749312,0.049826752593140525,0.09997018243301409,0.1218504491715934
ID,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,12,0,0.02240476179694631,0.0017684610843693562,0.0025817559025517007,0.009949451473773737,0.043215352842709345,0.05554335559438996
ID,Cultivation of plant-based fibers,2022,fu_ratio,L2.c.a / L2.c.b,,6,6,0,0.0410249136124125,0.015579440025463144,0.03816302852278672,0.044645977505669156,0.05231584072586776,0.056626451308009446
ID,Cultivation of plant-based fibers,2022,fu_ratio,L2.a.c / L2.c.b,,6,6,0,0.0037846099814801224,0.0017192281734373295,0.001868364877917084,0.00237001332148985,0.0029500301453608997,0.009334237852633076
IE,Cultivation of plant-based fibers,2022,combined_fu_ratio,L2.c.a and L2.a.c / L2.c.b,,12,6,6,0.051551483576040634,0.006608451740807244,0.016542935410785182,0.038286542141075935,0.07086285402138022,0.12243506556534339
